iter	QuerySoftMax	AverageGain:top=1
349	1.312065213	0.8841153488
350	1.308263419	0.8841153488
351	1.302777509	0.8841153488
352	1.296702561	0.88941079
353	1.288690962	0.88941079
354	1.284359214	0.88941079
355	1.278473831	0.88941079
356	1.272289294	0.9023104947
357	1.2702379	0.9023104947
358	1.267516501	0.9023104947
359	1.25833913	0.9023104947
360	1.252617803	0.9023104947
361	1.245862653	0.9023104947
362	1.241742833	0.9023104947
363	1.238628528	0.9023104947
364	1.23646337	0.9023104947
365	1.232352858	0.9023104947
366	1.227118764	0.9023104947
367	1.225858713	0.9023104947
368	1.22270753	0.9023104947
369	1.21806444	0.9023104947
370	1.213700132	0.9023104947
371	1.211525645	0.9023104947
372	1.2072465	0.9023104947
373	1.202936862	0.9023104947
374	1.200284779	0.9023104947
375	1.19568351	0.9023104947
376	1.191866088	0.9023104947
377	1.18535228	0.8805287209
378	1.181036312	0.8805287209
379	1.177669157	0.8805287209
380	1.174357827	0.8805287209
381	1.167752516	0.8805287209
382	1.16439012	0.8805287209
383	1.161231878	0.8805287209
384	1.155084655	0.8805287209
385	1.153018896	0.8805287209
386	1.149454889	0.8805287209
387	1.148270363	0.8805287209
388	1.142349859	0.8805287209
389	1.137481031	0.8934284257
390	1.13175894	0.8934284257
391	1.129009802	0.8934284257
392	1.125764633	0.8934284257
393	1.119854384	0.8934284257
394	1.117692161	0.8934284257
395	1.112716757	0.8934284257
396	1.109674229	0.8934284257
397	1.105725921	0.8934284257
398	1.103127799	0.8934284257
399	1.097491885	0.8934284257
400	1.090763971	0.8934284257
401	1.086764473	0.8934284257
402	1.085127687	0.8934284257
403	1.082399468	0.8934284257
404	1.076614771	0.8934284257
405	1.073712388	0.9037034917
406	1.069613717	0.9037034917
407	1.064058301	0.9037034917
408	1.056358868	0.9037034917
409	1.052823203	0.9037034917
410	1.04714782	0.9037034917
411	1.042041243	0.9037034917
412	1.038172293	0.9037034917
413	1.034380517	0.9037034917
414	1.033038742	0.9037034917
415	1.031190175	0.9037034917
416	1.026223664	0.9037034917
417	1.020328404	0.9037034917
418	1.016795848	0.9037034917
419	1.014243827	0.9037034917
420	1.011481671	0.9037034917
421	1.006923869	0.9037034917
422	1.003291941	0.9037034917
423	1.001046356	0.9037034917
424	0.9998194185	0.9037034917
425	0.9979955368	0.9037034917
426	0.9911066243	0.9037034917
427	0.9879724969	0.9037034917
428	0.986367441	0.9037034917
429	0.9845988308	0.9037034917
430	0.9805637838	0.9125855608
431	0.9739446385	0.9125855608
432	0.9705882796	0.9125855608
433	0.9661303847	0.9125855608
434	0.9615079307	0.9125855608
435	0.9592564595	0.9125855608
436	0.9579112153	0.9125855608
437	0.9547899826	0.9125855608
438	0.9502831001	0.9125855608
439	0.9484975037	0.9125855608
440	0.9448570347	0.9125855608
441	0.9402241681	0.9125855608
442	0.9358120874	0.9125855608
443	0.9300847829	0.9125855608
444	0.9286124133	0.9125855608
445	0.9257938642	0.9125855608
446	0.9241569816	0.9125855608
447	0.9196617379	0.9125855608
448	0.9155214464	0.9125855608
449	0.9139799684	0.9125855608
450	0.9097136594	0.9125855608
451	0.9069989499	0.9125855608
452	0.8983946877	0.9125855608
453	0.8941821302	0.9125855608
454	0.8930547268	0.9125855608
455	0.8899082789	0.9125855608
456	0.888348368	0.9125855608
457	0.8870833435	0.9125855608
458	0.8843266698	0.9125855608
459	0.8814101575	0.9125855608
460	0.8777140169	0.9125855608
461	0.8759070444	0.9125855608
462	0.8716570705	0.9125855608
463	0.870255062	0.9125855608
464	0.8682060784	0.9125855608
465	0.8644696331	0.9125855608
466	0.8607107153	0.9125855608
467	0.8569458402	0.9125855608
468	0.8534963967	0.9125855608
469	0.852026633	0.9125855608
470	0.8491510273	0.9125855608
471	0.8455705803	0.9125855608
472	0.8421439685	0.9125855608
473	0.8388644359	0.9125855608
474	0.8318855579	0.9125855608
475	0.8302561269	0.9125855608
476	0.826106131	0.9125855608
477	0.8190294037	0.93237164
478	0.8125438175	0.93237164
479	0.8073353694	0.9514933677
480	0.8045016197	0.9514933677
481	0.8023257649	0.9514933677
482	0.7991752153	0.9514933677
483	0.7967804214	0.9514933677
484	0.7924033244	0.9514933677
485	0.7906915498	0.9514933677
486	0.7873457665	0.9514933677
487	0.7819769447	0.9514933677
488	0.7803478632	0.9514933677
489	0.7786737817	0.9514933677
490	0.7740531862	0.9514933677
491	0.770896277	0.9514933677
492	0.7686343286	0.9514933677
493	0.7657375282	0.9514933677
494	0.7639029253	0.9514933677
495	0.7618245602	0.9514933677
496	0.7603867534	0.9514933677
497	0.7544195568	0.9514933677
498	0.7520257061	0.9514933677
499	0.7494235331	0.9514933677
500	0.7467275028	0.9514933677
501	0.7409116045	0.9654825851
502	0.7386850994	0.9654825851
503	0.7368739345	0.9654825851
504	0.7351892645	0.9654825851
505	0.7339334254	0.9654825851
506	0.7332957592	0.9654825851
507	0.7282765967	0.9696241298
508	0.725958746	0.9696241298
509	0.7241472754	0.9696241298
510	0.7215071925	0.9696241298
511	0.7188528697	0.9696241298
512	0.7181168682	0.9696241298
513	0.7134716463	0.9696241298
514	0.7090866006	0.9696241298
515	0.7080961108	0.9696241298
516	0.7068808485	0.9696241298
517	0.7042073832	0.9696241298
518	0.7019896087	0.9696241298
519	0.7006569911	0.9696241298
520	0.6986866693	0.9696241298
521	0.6959101274	0.9696241298
522	0.6900801473	0.9696241298
523	0.6861016507	0.9696241298
524	0.6838869102	0.9696241298
525	0.6814298104	0.9696241298
526	0.6802351018	0.9696241298
527	0.6760793241	0.9696241298
528	0.674880225	0.9696241298
529	0.6722162964	0.9696241298
530	0.6685374587	0.9696241298
531	0.6633278091	0.9696241298
532	0.6625052512	0.9696241298
533	0.6604084836	0.9711592953
534	0.6596149676	0.9711592953
535	0.6589569443	0.9711592953
536	0.6578922509	0.9711592953
537	0.6534218126	0.9711592953
538	0.6527458499	0.9711592953
539	0.6462068574	0.9696241298
540	0.6444492969	0.9711592953
541	0.6432391813	0.9711592953
542	0.6423102151	0.9711592953
543	0.64046948	0.9711592953
544	0.6365642883	0.9711592953
545	0.6340977756	0.9711592953
546	0.6318463682	0.9711592953
547	0.6299337593	0.9711592953
548	0.6278949639	0.9696241298
549	0.6267896852	0.9696241298
550	0.6246489488	0.9711592953
551	0.623600783	0.9711592953
552	0.6183783515	0.9711592953
553	0.6173391553	0.9711592953
554	0.613724094	0.9711592953
555	0.6121319018	0.9711592953
556	0.6109713198	0.9711592953
557	0.6104555826	0.9711592953
558	0.6094963331	0.9711592953
559	0.608901103	0.9711592953
560	0.6080750616	0.9711592953
561	0.6073421859	0.9711592953
562	0.606411221	0.9711592953
563	0.6004146671	0.9711592953
564	0.5986220952	0.9711592953
565	0.59527519	0.9711592953
566	0.5927396406	0.9711592953
567	0.5890749533	0.9711592953
568	0.587595159	0.9711592953
569	0.5825168643	0.9711592953
570	0.579625037	0.9711592953
571	0.5748677337	0.9711592953
572	0.5736267507	0.9711592953
573	0.5690197479	0.9711592953
574	0.5673757594	0.9711592953
575	0.5664446473	0.9711592953
576	0.5654102055	0.9711592953
577	0.5638935019	0.9711592953
578	0.5623496583	0.9711592953
579	0.5617995074	0.9711592953
580	0.5606742331	0.9711592953
581	0.5590270246	0.9711592953
582	0.5584058057	0.9711592953
583	0.556483116	0.9711592953
584	0.554002374	0.9830990373
585	0.5531644372	0.9830990373
586	0.5496089695	0.9830990373
587	0.5453430915	0.9830990373
588	0.5445825815	0.9830990373
589	0.5404241185	0.9830990373
590	0.5387683014	0.9830990373
591	0.5345671021	0.9830990373
592	0.5302605302	0.9830990373
593	0.5294671403	0.9830990373
594	0.5261076644	0.9830990373
595	0.5235932493	0.9830990373
596	0.5229090387	0.9830990373
597	0.5220258736	0.9830990373
598	0.5177556299	0.9830990373
599	0.5159333162	0.9830990373
600	0.5129244846	0.9830990373
601	0.5092099979	0.9830990373
602	0.5065457279	0.9830990373
603	0.5048974093	0.9830990373
604	0.5010655823	0.9830990373
605	0.4999207136	0.9830990373
606	0.4991648756	0.9830990373
607	0.495277708	0.9830990373
608	0.4929666215	0.9830990373
609	0.488539579	0.9830990373
610	0.4878686026	0.9830990373
611	0.485457223	0.9830990373
612	0.4836232888	0.9830990373
613	0.4810568062	0.9830990373
614	0.4784721009	0.9830990373
615	0.4778432736	0.9830990373
616	0.4766091109	0.9830990373
617	0.4754437574	0.9830990373
618	0.4726257882	0.9830990373
619	0.4718249563	0.9830990373
620	0.4698738958	0.9830990373
621	0.469002993	0.9830990373
622	0.4682498496	0.9830990373
623	0.4647104577	0.9830990373
624	0.4608059072	0.9830990373
625	0.4572271893	0.9830990373
626	0.456741084	0.9830990373
627	0.4533434954	0.9830990373
628	0.4531353084	0.9830990373
629	0.4495909456	0.9830990373
630	0.4472449603	0.9830990373
631	0.4458940513	0.9830990373
632	0.4435558744	0.9830990373
633	0.4426809037	0.9830990373
634	0.4402298121	0.9830990373
635	0.439126062	0.9830990373
636	0.4380781796	0.9830990373
637	0.436380389	0.9830990373
638	0.4360385413	0.9830990373
639	0.4347191746	0.9830990373
640	0.4308125714	0.9830990373
641	0.4291730291	0.9830990373
642	0.4267679473	0.9830990373
643	0.4254381202	0.9830990373
644	0.4229147156	0.9830990373
645	0.4221008749	0.9830990373
646	0.4204000861	0.9830990373
647	0.42000845	0.9830990373
648	0.4183358608	0.9830990373
649	0.4164161541	0.9830990373
650	0.4140695302	0.9830990373
651	0.4113931725	0.9830990373
652	0.4105766971	0.9830990373
653	0.4082137667	0.9830990373
654	0.4049840825	0.9830990373
655	0.4036177267	0.9830990373
656	0.4028639077	0.9830990373
657	0.401274817	0.9830990373
658	0.4003141357	0.9830990373
659	0.3983941051	0.9830990373
660	0.3977171969	0.9830990373
661	0.3968729444	0.9830990373
662	0.3957761525	0.9830990373
663	0.3940485601	0.9830990373
664	0.3928921864	0.9830990373
665	0.3905166326	0.9830990373
666	0.3892114688	0.9830990373
667	0.388612829	0.9830990373
668	0.3859534552	0.9830990373
669	0.3848845109	0.9830990373
670	0.3824633287	0.9830990373
671	0.3807268361	0.9830990373
672	0.3792279515	0.9830990373
673	0.3781374442	0.9830990373
674	0.375721458	0.9830990373
675	0.3746257579	0.9830990373
676	0.3726203808	0.9830990373
677	0.3723527278	0.9830990373
678	0.370546459	0.9830990373
679	0.3702803065	0.9830990373
680	0.3675047016	0.9830990373
681	0.3668121358	0.9830990373
682	0.3658117022	0.9830990373
683	0.3646547392	0.9830990373
684	0.3626510293	0.9830990373
685	0.3610944243	0.9830990373
686	0.3588637859	0.9830990373
687	0.3561257329	0.9830990373
688	0.3546059541	0.9830990373
689	0.3531367189	0.9830990373
690	0.3524740979	0.9830990373
691	0.3504673984	0.9830990373
692	0.3499018217	0.9830990373
693	0.348322323	0.9830990373
694	0.3467693622	0.9830990373
695	0.3458149073	0.9830990373
696	0.3431876185	0.9830990373
697	0.3429801473	0.9830990373
698	0.3422972019	0.9830990373
699	0.3417117628	0.9830990373
700	0.3408994286	0.9830990373
701	0.3392549232	0.9830990373
702	0.3386070926	0.9830990373
703	0.3380814389	0.9830990373
704	0.3368576793	0.9830990373
705	0.3359935454	0.9830990373
706	0.3351742849	0.9830990373
707	0.3348711747	0.9830990373
708	0.3336768673	0.9830990373
709	0.3327135113	0.9830990373
710	0.3325639528	0.9830990373
711	0.3301471806	0.9830990373
712	0.3297186561	0.9830990373
713	0.3289357217	0.9830990373
714	0.3283220997	0.9830990373
715	0.3271573051	0.9830990373
716	0.3263340895	0.9830990373
717	0.3260617867	0.9830990373
718	0.3255199996	0.9830990373
719	0.3240816787	0.9830990373
720	0.3234114924	0.9830990373
721	0.322172841	0.9830990373
722	0.3217595158	0.9830990373
723	0.3212934649	0.9830990373
724	0.3194423214	0.9830990373
725	0.3190636793	0.9830990373
726	0.3180001629	0.9830990373
727	0.3170709934	0.9830990373
728	0.3159249838	0.9830990373
729	0.3155516907	0.9830990373
730	0.3152007188	0.9830990373
731	0.3147937051	0.9830990373
732	0.3137409164	0.9830990373
733	0.3131046753	0.9830990373
734	0.3124710356	0.9830990373
735	0.3105421338	0.9830990373
736	0.3086806455	0.9830990373
737	0.3079802232	0.9830990373
738	0.307666576	0.9830990373
739	0.3062441693	0.9830990373
740	0.3047436221	0.9830990373
741	0.3044497455	0.9830990373
742	0.3028235668	0.9830990373
743	0.3024538308	0.9830990373
744	0.3015226014	0.9830990373
745	0.300891941	0.9830990373
746	0.3004260664	0.9830990373
747	0.3000934431	0.9830990373
748	0.2998093908	0.9830990373
749	0.2993587138	0.9830990373
750	0.2972898503	0.9830990373
751	0.2962005585	0.9830990373
752	0.2947527834	0.9830990373
753	0.2942804808	0.9830990373
754	0.2934080646	0.9830990373
755	0.2922172427	0.9830990373
756	0.291265796	0.9830990373
757	0.2902797593	0.9830990373
758	0.2897517315	0.9830990373
759	0.2880652942	0.9830990373
760	0.2866718315	0.9830990373
761	0.2849581722	0.9830990373
762	0.2834887845	0.9830990373
763	0.2820348587	0.9830990373
764	0.2813533602	0.9830990373
765	0.2802704675	0.9830990373
766	0.2800396155	0.9830990373
767	0.2792057836	0.9830990373
768	0.2779757573	0.9830990373
769	0.2773130444	0.9830990373
770	0.2769339494	0.9830990373
771	0.2764776462	0.9830990373
772	0.2755611696	0.9830990373
773	0.2751901497	0.9830990373
774	0.2733024841	0.9830990373
775	0.2730134882	0.9830990373
776	0.2720938536	0.9830990373
777	0.2714600612	0.9830990373
778	0.2705827115	0.9830990373
779	0.270244122	0.9830990373
780	0.2684588841	0.9859170343
781	0.2671147828	0.9859170343
782	0.2663074524	0.9859170343
783	0.265627563	0.9859170343
784	0.2653223752	0.9859170343
785	0.2650524442	0.9859170343
786	0.2638223162	0.9859170343
787	0.2634544717	0.9859170343
788	0.2627975906	0.9859170343
789	0.2624327296	0.9859170343
790	0.2619931034	0.9859170343
791	0.2607672485	0.9859170343
792	0.2604248391	0.9859170343
793	0.2599386173	0.9859170343
794	0.2594275751	0.9859170343
795	0.2589001364	0.9859170343
796	0.2576400512	0.9859170343
797	0.2571089553	0.9859170343
798	0.2565932384	0.9859170343
799	0.2559710203	0.9859170343
800	0.2554704843	0.9859170343
801	0.25470282	0.9859170343
802	0.2529919395	0.9859170343
803	0.2522835661	0.9859170343
804	0.2517265842	0.9859170343
805	0.2513628584	0.9870768187
806	0.2511001628	0.9870768187
807	0.2506175041	0.9870768187
808	0.2500373506	0.9870768187
809	0.2495777455	0.9870768187
810	0.2490721495	0.9870768187
811	0.2487597349	0.9870768187
812	0.2484654463	0.9870768187
813	0.2482743021	0.9870768187
814	0.2478363778	0.9870768187
815	0.2474099583	0.9870768187
816	0.2470691993	0.9870768187
817	0.2463112337	0.9870768187
818	0.2461219034	0.9870768187
819	0.2458478005	0.9870768187
820	0.2449395536	0.9870768187
821	0.2439548313	0.9870768187
822	0.2425482147	0.9870768187
823	0.2422961759	0.9870768187
824	0.2419156997	0.9870768187
825	0.2409754272	0.9870768187
826	0.2405594811	0.9870768187
827	0.2401628779	0.9870768187
828	0.239308675	0.9870768187
829	0.238653916	0.9870768187
830	0.2384601783	0.9870768187
831	0.2383200217	0.9870768187
832	0.2381423377	0.9870768187
833	0.2375056244	0.9870768187
834	0.2372294863	0.9870768187
835	0.2367270642	0.9870768187
836	0.2362166514	0.9870768187
837	0.23546714	0.9870768187
838	0.2352531121	0.9870768187
839	0.2340515625	0.9870768187
840	0.2335130148	0.9870768187
841	0.232605512	0.9870768187
842	0.2319972012	0.9870768187
843	0.2314271567	0.9870768187
844	0.2308991192	0.9870768187
845	0.2305745259	0.9870768187
846	0.2303989519	0.9870768187
847	0.2294961124	0.9870768187
848	0.2277658692	0.9870768187
849	0.2275846469	0.9870768187
850	0.2267353129	0.9870768187
851	0.2263208238	0.9870768187
852	0.2259895904	0.9870768187
853	0.2251805588	0.9870768187
854	0.2250245609	0.9870768187
855	0.2248509193	0.9870768187
856	0.2245081643	0.9870768187
857	0.2243371792	0.9870768187
858	0.2241601786	0.9870768187
859	0.2233778504	0.9870768187
860	0.2232789586	0.9870768187
861	0.2225768113	0.9870768187
862	0.2217234867	0.9870768187
863	0.2207695806	0.9870768187
864	0.2202521808	0.9870768187
865	0.2195508582	0.9870768187
866	0.2191332718	0.9870768187
867	0.2190211806	0.9870768187
868	0.2182853373	0.9870768187
869	0.217775854	0.9870768187
870	0.2168367441	0.9870768187
871	0.2162191848	0.9870768187
872	0.215889767	0.9870768187
873	0.2155809921	0.987992812
874	0.2154118941	0.987992812
875	0.2146283261	0.9893665869
876	0.2143340613	0.9893665869
877	0.213982951	0.9893665869
878	0.2138116626	0.9893665869
879	0.2131792737	0.9893665869
880	0.2129871533	0.9893665869
881	0.2121205665	0.9893665869
882	0.2117056808	0.9893665869
883	0.2114217829	0.9893665869
884	0.2111329147	0.9893665869
885	0.2109539726	0.9893665869
886	0.2108692249	0.9893665869
887	0.2102459873	0.9893665869
888	0.2095877183	0.9893665869
889	0.2093518089	0.9893665869
890	0.209182082	0.9893665869
891	0.2084953202	0.9893665869
892	0.2081059585	0.9893665869
893	0.2068630726	0.9893665869
894	0.2067175858	0.9893665869
895	0.206066301	0.9893665869
896	0.2059540553	0.9893665869
897	0.2053710044	0.9893665869
898	0.2052727647	0.9893665869
899	0.2049162155	0.9893665869
900	0.2046506266	0.9893665869
901	0.2042210121	0.9893665869
902	0.2039682184	0.9893665869
903	0.2035671678	0.9893665869
