iter	Passed	Remaining
405	7674	30130
406	7695	30120
407	7718	30116
408	7738	30102
409	7764	30109
410	7784	30097
411	7808	30095
412	7826	30074
413	7845	30053
414	7864	30038
415	7882	30015
416	7900	29992
417	7927	30002
418	7945	29979
419	7963	29959
420	7981	29937
421	7998	29907
422	8014	29879
423	8032	29855
424	8048	29828
425	8067	29807
426	8085	29785
427	8103	29764
428	8124	29753
429	8147	29746
430	8165	29723
431	8182	29699
432	8202	29684
433	8220	29662
434	8238	29637
435	8256	29617
436	8275	29598
437	8293	29576
438	8310	29550
439	8329	29531
440	8346	29506
441	8363	29481
442	8382	29463
443	8404	29454
444	8421	29428
445	8439	29406
446	8459	29389
447	8477	29367
448	8496	29348
449	8513	29323
450	8530	29299
451	8548	29276
452	8567	29257
453	8584	29231
454	8602	29209
455	8623	29199
456	8641	29176
457	8658	29152
458	8676	29131
459	8694	29108
460	8711	29083
461	8731	29066
462	8749	29045
463	8766	29020
464	8783	28994
465	8800	28968
466	8817	28944
467	8834	28920
468	8852	28897
469	8869	28874
470	8887	28852
471	8906	28833
472	8924	28812
473	8942	28788
474	8960	28766
475	8978	28746
476	8997	28728
477	9015	28705
478	9033	28685
479	9050	28660
480	9067	28635
481	9085	28613
482	9102	28589
483	9120	28567
484	9137	28543
485	9154	28519
486	9171	28494
487	9188	28468
488	9206	28448
489	9226	28432
490	9243	28407
491	9262	28389
492	9279	28365
493	9297	28343
494	9314	28319
495	9331	28296
496	9348	28272
497	9370	28260
498	9390	28246
499	9409	28229
500	9428	28211
501	9447	28192
502	9465	28170
503	9485	28156
504	9503	28134
505	9522	28115
506	9542	28101
507	9562	28083
508	9581	28067
509	9599	28045
510	9618	28027
511	9636	28007
512	9655	27987
513	9673	27965
514	9692	27948
515	9709	27925
516	9728	27906
517	9745	27882
518	9765	27865
519	9793	27873
520	9813	27857
521	9832	27839
522	9853	27825
523	9871	27806
524	9890	27787
525	9912	27776
526	9930	27756
527	9949	27739
528	9967	27715
529	9986	27698
530	10004	27677
531	10023	27660
532	10043	27644
533	10065	27632
534	10086	27619
535	10104	27599
536	10123	27579
537	10140	27556
538	10157	27532
539	10175	27512
540	10192	27488
541	10210	27466
542	10229	27447
543	10247	27426
544	10265	27404
545	10284	27386
546	10302	27365
547	10319	27343
548	10340	27328
549	10361	27315
550	10379	27295
551	10399	27278
552	10416	27257
553	10434	27233
554	10452	27213
555	10469	27191
556	10487	27169
557	10505	27149
558	10523	27128
559	10541	27105
560	10557	27080
561	10574	27057
562	10592	27036
563	10611	27018
564	10630	26999
565	10648	26977
566	10665	26955
567	10684	26936
568	10703	26917
569	10720	26895
570	10738	26874
571	10756	26854
572	10774	26831
573	10792	26811
574	10806	26781
575	10824	26759
576	10841	26738
577	10860	26718
578	10879	26701
579	10898	26682
580	10916	26660
581	10933	26639
582	10952	26620
583	10969	26597
584	10988	26578
585	11006	26558
586	11024	26538
587	11043	26520
588	11063	26503
589	11080	26481
590	11098	26460
591	11116	26439
592	11133	26415
593	11151	26396
594	11169	26374
595	11187	26354
596	11205	26334
597	11223	26313
598	11242	26294
599	11259	26272
600	11278	26253
601	11296	26233
602	11313	26211
603	11331	26189
604	11351	26173
605	11375	26167
606	11397	26155
607	11416	26137
608	11435	26119
609	11455	26102
610	11476	26089
611	11495	26071
612	11513	26051
613	11534	26037
614	11553	26019
615	11573	26003
616	11594	25988
617	11614	25971
618	11632	25952
619	11650	25931
620	11669	25914
621	11687	25892
622	11705	25871
623	11724	25853
624	11742	25834
625	11762	25817
626	11784	25805
627	11804	25789
628	11826	25777
629	11845	25758
630	11863	25738
631	11884	25725
632	11904	25709
633	11922	25687
634	11941	25669
635	11960	25651
636	11979	25631
637	11997	25611
638	12015	25591
639	12036	25576
640	12056	25561
641	12075	25543
642	12094	25525
643	12113	25506
644	12134	25491
645	12154	25474
646	12173	25456
647	12191	25436
648	12208	25414
649	12225	25392
650	12244	25372
651	12263	25353
652	12281	25334
653	12300	25315
654	12320	25298
655	12338	25278
656	12357	25259
657	12376	25241
658	12393	25219
659	12411	25198
660	12429	25177
661	12447	25157
662	12465	25138
663	12483	25116
664	12499	25093
665	12517	25072
666	12535	25052
667	12554	25033
668	12572	25013
669	12590	24993
670	12609	24973
671	12627	24954
672	12646	24936
673	12666	24919
674	12686	24903
675	12705	24884
676	12726	24870
677	12746	24853
678	12764	24832
679	12782	24813
680	12799	24791
681	12818	24771
682	12836	24752
683	12856	24735
684	12875	24716
685	12893	24696
686	12910	24674
687	12930	24658
688	12948	24637
689	12966	24617
690	12985	24599
691	13005	24582
692	13025	24566
693	13043	24545
694	13062	24526
695	13080	24506
696	13098	24485
697	13116	24465
698	13135	24448
699	13153	24428
700	13171	24408
701	13190	24388
702	13209	24371
703	13227	24349
704	13245	24329
705	13263	24309
706	13283	24293
707	13301	24273
708	13320	24255
709	13347	24250
710	13368	24236
711	13392	24226
712	13411	24207
713	13432	24192
714	13453	24177
715	13470	24156
716	13488	24136
717	13507	24118
718	13526	24098
719	13546	24082
720	13565	24063
721	13583	24044
722	13604	24029
723	13622	24009
724	13641	23990
725	13660	23971
726	13677	23948
727	13693	23926
728	13710	23903
729	13727	23881
730	13744	23860
731	13762	23839
732	13780	23819
733	13800	23803
734	13818	23783
735	13837	23763
736	13857	23747
737	13876	23729
738	13894	23708
739	13912	23689
740	13930	23668
741	13946	23645
742	13965	23626
743	13985	23609
744	14005	23593
745	14024	23574
746	14042	23553
747	14059	23532
748	14077	23512
749	14096	23494
750	14114	23474
751	14133	23455
752	14151	23435
753	14168	23414
754	14187	23394
755	14205	23375
756	14224	23356
757	14242	23336
758	14262	23320
759	14279	23298
760	14297	23278
761	14319	23264
762	14338	23245
763	14358	23229
764	14378	23212
765	14397	23194
766	14415	23173
767	14433	23154
768	14456	23141
769	14473	23120
770	14491	23099
771	14509	23079
772	14527	23059
773	14546	23040
774	14565	23022
775	14582	23001
776	14601	22983
777	14620	22963
778	14637	22942
779	14658	22927
780	14675	22905
781	14692	22884
782	14709	22863
783	14726	22841
784	14743	22820
785	14764	22803
786	14782	22783
787	14799	22762
788	14816	22740
789	14835	22723
790	14853	22702
791	14873	22685
792	14890	22664
793	14908	22644
794	14926	22623
795	14944	22604
796	14962	22583
797	14980	22564
798	15000	22548
799	15019	22529
800	15037	22509
801	15056	22491
802	15079	22478
803	15101	22465
804	15124	22452
805	15144	22434
806	15161	22413
807	15179	22393
808	15197	22373
809	15214	22352
810	15233	22333
811	15252	22315
812	15271	22296
813	15288	22275
814	15302	22250
815	15322	22233
816	15340	22213
817	15359	22194
818	15378	22175
819	15399	22160
820	15418	22142
821	15440	22127
822	15458	22107
823	15476	22087
824	15493	22066
825	15512	22047
826	15529	22026
827	15548	22007
828	15566	21988
829	15586	21970
830	15604	21951
