iter	AverageGain:top=10
128	0.1386112463
129	0.1386112463
130	0.1386829695
131	0.1386471079
132	0.1387009002
133	0.1387009002
134	0.1387009002
135	0.1386650387
136	0.138718831
137	0.1387905542
138	0.1388264157
139	0.1387905542
140	0.138808485
141	0.138808485
142	0.1388264157
143	0.1387546926
144	0.1387726234
145	0.1387726234
146	0.1388622773
147	0.1389160697
148	0.138969862
149	0.1390057236
150	0.138969862
151	0.1389340005
152	0.1390236544
153	0.1390236544
154	0.138969862
155	0.1389519313
156	0.1388802081
157	0.1388443465
158	0.138808485
159	0.1387905542
160	0.138808485
161	0.1388622773
162	0.1388264157
163	0.1388443465
164	0.1388443465
165	0.1388443465
166	0.1388443465
167	0.1388264157
168	0.1388264157
169	0.1387367618
170	0.1387009002
171	0.1387546926
172	0.138718831
173	0.1387009002
174	0.1388264157
175	0.1387905542
176	0.1387367618
177	0.138808485
178	0.1388264157
179	0.138808485
180	0.1388622773
181	0.1388622773
182	0.1388443465
183	0.1387905542
184	0.1388264157
185	0.138808485
186	0.138808485
187	0.1388622773
188	0.1388802081
189	0.1388981389
190	0.1388622773
191	0.1388981389
192	0.1389340005
193	0.1389340005
194	0.138969862
195	0.1388981389
196	0.138969862
197	0.1389877928
198	0.1389519313
199	0.1389160697
200	0.1389340005
201	0.1389160697
202	0.1389519313
203	0.1389877928
204	0.1389519313
205	0.138969862
206	0.1388802081
207	0.1388802081
208	0.1388443465
209	0.1388264157
210	0.1387726234
211	0.1388264157
212	0.1388264157
213	0.1388802081
214	0.1388622773
215	0.1388622773
216	0.1388981389
217	0.1389160697
218	0.1388981389
219	0.1388802081
220	0.1389340005
221	0.1389340005
222	0.1389160697
223	0.1389519313
224	0.138969862
225	0.1390236544
226	0.1389877928
227	0.1389519313
228	0.1389340005
229	0.1390057236
230	0.1390236544
231	0.1389877928
232	0.1389877928
233	0.1390236544
234	0.1390057236
235	0.1390236544
236	0.1390415852
237	0.1390236544
238	0.1389519313
239	0.138969862
240	0.1389877928
241	0.1389877928
242	0.1389519313
243	0.1390057236
244	0.1389877928
245	0.1390057236
246	0.138969862
247	0.1390774468
248	0.1390953776
249	0.1390236544
250	0.1390415852
251	0.139059516
252	0.1390953776
253	0.1390953776
254	0.1391133083
255	0.139059516
256	0.1391312391
257	0.1390774468
258	0.1390953776
259	0.1390774468
260	0.1390953776
261	0.1390953776
262	0.1391133083
263	0.1390953776
264	0.1390774468
265	0.1390953776
266	0.1391133083
267	0.1391671007
268	0.1391491699
269	0.1391312391
270	0.1391850315
271	0.1392208931
272	0.1392388239
273	0.1392567546
274	0.1392388239
275	0.1392567546
276	0.139310547
277	0.1393284778
278	0.1392746854
279	0.1393284778
280	0.139310547
281	0.139310547
282	0.1393284778
283	0.1393643394
284	0.1393284778
285	0.1393284778
286	0.1393464086
287	0.139310547
288	0.1393284778
289	0.1392746854
290	0.1393284778
291	0.139310547
292	0.1393284778
293	0.1394002009
294	0.1393822702
295	0.1394002009
296	0.1394360625
297	0.1394181317
298	0.1394002009
299	0.1393643394
300	0.1393643394
301	0.1393822702
302	0.1394002009
303	0.1393643394
304	0.1394181317
305	0.1394360625
306	0.1394539933
307	0.1394360625
308	0.1394539933
309	0.1394360625
310	0.1394539933
311	0.1394360625
312	0.1393643394
313	0.1393643394
314	0.1393822702
315	0.1394360625
316	0.1394002009
317	0.1394002009
318	0.1394002009
319	0.1393822702
320	0.1394002009
321	0.1394360625
322	0.1394181317
323	0.1394539933
324	0.1394002009
325	0.1394002009
326	0.1393822702
327	0.1394360625
328	0.1394539933
329	0.1395077857
330	0.1395257164
331	0.1394719241
332	0.1394539933
333	0.1394719241
334	0.1394539933
335	0.1394360625
336	0.1394181317
337	0.1394181317
338	0.1394719241
339	0.1394539933
340	0.1394539933
341	0.1394539933
342	0.1394539933
343	0.1393822702
344	0.1394181317
345	0.1394898549
346	0.1394898549
347	0.1394898549
348	0.1394898549
349	0.1395257164
350	0.1395077857
351	0.1395077857
352	0.1395436472
353	0.1395795088
354	0.1395795088
355	0.1395795088
356	0.1395795088
357	0.1395795088
358	0.1395795088
359	0.1395436472
360	0.1394719241
361	0.1394719241
362	0.1394539933
363	0.1394539933
364	0.1394360625
365	0.1394360625
366	0.1394719241
367	0.1395077857
368	0.1394719241
369	0.1394898549
370	0.1395257164
371	0.1395257164
372	0.1395077857
373	0.1395795088
374	0.1395795088
375	0.1395974396
376	0.1396333012
377	0.139651232
378	0.1396153704
379	0.1395974396
380	0.1396153704
381	0.1395974396
382	0.1395974396
383	0.1395974396
384	0.139561578
385	0.1395257164
386	0.1395077857
387	0.1395077857
388	0.139561578
389	0.1395974396
390	0.1395974396
391	0.1395974396
392	0.139561578
393	0.1396153704
394	0.1395974396
395	0.1395257164
396	0.1395974396
397	0.1396153704
398	0.1396691627
399	0.1397050243
400	0.1397588167
401	0.1397050243
402	0.1397408859
403	0.1396870935
404	0.1396691627
405	0.1396691627
406	0.1396333012
407	0.1396153704
408	0.1396333012
409	0.1396691627
410	0.1396333012
411	0.1396153704
412	0.139651232
413	0.1396691627
414	0.1397050243
415	0.1397408859
416	0.1397229551
417	0.1396691627
418	0.1396691627
419	0.1397229551
420	0.1396870935
421	0.1396870935
422	0.1397588167
423	0.1397050243
424	0.1397050243
425	0.1397229551
426	0.1397588167
427	0.1397946783
428	0.1398484706
429	0.139812609
430	0.1398305398
431	0.1398484706
432	0.139812609
433	0.139812609
434	0.139812609
435	0.1397767475
436	0.1397946783
437	0.139812609
438	0.139812609
439	0.1398305398
440	0.1398484706
441	0.1398664014
442	0.1398484706
443	0.1398305398
444	0.1398484706
445	0.1398484706
446	0.1398484706
447	0.1398664014
448	0.1398484706
449	0.1399201938
450	0.1399201938
451	0.1399201938
452	0.139902263
453	0.1398843322
454	0.1398664014
455	0.1398664014
456	0.139812609
457	0.139812609
458	0.1397946783
459	0.1398484706
460	0.1397946783
461	0.139812609
462	0.139812609
463	0.1397946783
464	0.1397946783
465	0.1397767475
466	0.1397767475
467	0.1397946783
468	0.1397767475
469	0.1397946783
470	0.1398305398
471	0.139812609
472	0.1398305398
473	0.1398664014
474	0.1399381246
475	0.1399201938
476	0.1398843322
477	0.139902263
478	0.1398843322
479	0.1398664014
480	0.1398484706
481	0.1398484706
482	0.1398843322
483	0.139812609
484	0.1398305398
485	0.1398843322
486	0.1398843322
487	0.1398484706
488	0.1398484706
489	0.1398484706
490	0.1398484706
491	0.1398305398
492	0.1398305398
493	0.1398305398
494	0.1398305398
495	0.1398305398
496	0.139812609
497	0.1398484706
498	0.1398484706
499	0.1398305398
500	0.1398484706
501	0.1398305398
502	0.1398664014
503	0.1398484706
504	0.1398484706
505	0.1398484706
506	0.1398484706
507	0.1398484706
508	0.1398305398
509	0.1398484706
510	0.139902263
511	0.139902263
512	0.139902263
513	0.1398843322
514	0.1399201938
515	0.139902263
516	0.1399201938
517	0.1399201938
518	0.1399201938
519	0.1399381246
520	0.1399560553
521	0.1399381246
522	0.139902263
523	0.139902263
524	0.1399201938
525	0.1398843322
526	0.1399201938
527	0.1398843322
528	0.1398843322
529	0.1398843322
530	0.1399201938
531	0.1399381246
532	0.139902263
533	0.1399201938
534	0.1399201938
535	0.1399381246
536	0.1399201938
537	0.139902263
538	0.1398664014
539	0.1398664014
540	0.1398664014
541	0.1398664014
542	0.1398664014
543	0.1398484706
544	0.139902263
545	0.139902263
546	0.1399201938
547	0.1399381246
548	0.1399201938
549	0.1399201938
550	0.1399201938
551	0.139902263
552	0.1398843322
553	0.1398664014
554	0.1398484706
555	0.1398484706
556	0.1398484706
557	0.1398484706
558	0.139812609
559	0.1398664014
560	0.1398664014
561	0.1398305398
562	0.139812609
563	0.1398484706
564	0.1398664014
565	0.1398843322
566	0.1398664014
567	0.1398843322
568	0.1398843322
569	0.139902263
570	0.139902263
571	0.139902263
572	0.1399381246
573	0.1399560553
574	0.1398664014
575	0.1398664014
576	0.139902263
577	0.1398664014
578	0.1399201938
579	0.1399739861
580	0.1399919169
581	0.1399739861
582	0.1399919169
583	0.1399919169
584	0.1400098477
585	0.1400457093
586	0.1400277785
587	0.1400277785
588	0.1399919169
589	0.1399739861
590	0.1400098477
591	0.1400098477
592	0.1399919169
593	0.1400277785
594	0.1400457093
595	0.1400815709
596	0.1401174324
597	0.1401174324
598	0.1401353632
599	0.1400636401
600	0.1401353632
601	0.1400636401
602	0.1400636401
603	0.1400277785
604	0.1400636401
605	0.1401353632
606	0.1400995016
607	0.1401174324
608	0.1400636401
609	0.1401174324
610	0.1401174324
611	0.1400815709
612	0.1401353632
613	0.1401353632
614	0.1402070864
615	0.140153294
616	0.1401353632
617	0.1402429479
618	0.1402788095
619	0.1402788095
620	0.1402788095
621	0.1402608787
622	0.1402250171
623	0.1402070864
624	0.1402250171
625	0.1402250171
626	0.1402250171
627	0.1402608787
628	0.1402608787
629	0.1402608787
630	0.1402788095
631	0.1402788095
632	0.1402788095
633	0.1402788095
634	0.1402788095
635	0.1402608787
636	0.1402788095
637	0.1402788095
638	0.1402788095
639	0.1402608787
640	0.1402608787
641	0.1402429479
642	0.1402250171
643	0.1402429479
644	0.1402250171
645	0.1402608787
646	0.1403146711
647	0.1403146711
648	0.1402788095
649	0.1402967403
650	0.1402967403
651	0.1402967403
652	0.1402608787
653	0.1402608787
654	0.1402967403
655	0.1403146711
656	0.1403326019
657	0.1402967403
658	0.1402608787
659	0.1402608787
660	0.1402788095
661	0.1403146711
662	0.1403505327
663	0.1402967403
664	0.1402967403
665	0.1403326019
666	0.1403146711
667	0.1403146711
668	0.1402967403
669	0.1402608787
670	0.1402788095
671	0.1402608787
672	0.1402788095
673	0.1402608787
674	0.1402608787
675	0.1402429479
676	0.1402788095
677	0.1402608787
678	0.1402967403
679	0.1402608787
680	0.1402608787
681	0.1402788095
682	0.1402608787
683	0.1402788095
684	0.1402967403
685	0.1402788095
686	0.1402788095
687	0.1402429479
688	0.1402608787
689	0.1403326019
690	0.1403326019
691	0.1403326019
692	0.1403326019
693	0.1403684634
694	0.1403326019
695	0.1402967403
696	0.1403146711
697	0.1403684634
698	0.1403863942
699	0.1403684634
700	0.1403505327
701	0.1403505327
702	0.1403505327
703	0.1403326019
704	0.1403684634
705	0.140404325
706	0.140404325
707	0.1403684634
708	0.140404325
709	0.1403684634
710	0.1404222558
711	0.140404325
712	0.140404325
713	0.1404581174
714	0.1404581174
715	0.1404401866
716	0.140404325
717	0.1403684634
718	0.1403505327
719	0.140404325
720	0.1403863942
721	0.1404222558
722	0.140404325
723	0.1403863942
724	0.1403684634
725	0.1403684634
726	0.1403863942
727	0.1403863942
728	0.1403863942
729	0.1403684634
730	0.1404401866
731	0.1404581174
732	0.1404581174
733	0.1403684634
734	0.1404222558
735	0.1404401866
736	0.1404401866
737	0.1404401866
738	0.1404760482
739	0.1404581174
740	0.1404401866
741	0.1404222558
742	0.1404581174
743	0.1404401866
744	0.1404581174
745	0.1404401866
746	0.1404401866
747	0.1404760482
748	0.140493979
749	0.1405119097
750	0.1405119097
751	0.1405298405
752	0.1405298405
753	0.1405657021
754	0.1405657021
755	0.1405657021
756	0.1405657021
757	0.1405298405
758	0.1405477713
759	0.1405477713
760	0.1405477713
761	0.1405477713
762	0.1405657021
763	0.1405657021
764	0.1405477713
765	0.1405657021
766	0.1405477713
767	0.1405477713
768	0.1405477713
769	0.1405657021
770	0.1405836329
771	0.1405836329
772	0.1405836329
773	0.1406015637
774	0.1406194945
775	0.1406732868
776	0.1406374253
777	0.140655356
778	0.140655356
779	0.1406732868
780	0.140655356
781	0.140655356
782	0.140655356
783	0.1406732868
784	0.1406732868
785	0.140655356
786	0.1406374253
787	0.140655356
788	0.1406912176
789	0.1406015637
790	0.1406015637
791	0.1406374253
792	0.1406374253
793	0.1406732868
794	0.1406015637
795	0.140655356
796	0.1406194945
797	0.140655356
798	0.1406912176
799	0.140655356
800	0.1406732868
801	0.1406732868
802	0.1406912176
803	0.1407091484
804	0.1406015637
805	0.140655356
806	0.1406015637
807	0.1406015637
808	0.1406194945
809	0.1406912176
810	0.1407270792
811	0.1406732868
812	0.1406732868
813	0.1407091484
814	0.1407808716
815	0.1407808716
816	0.1407808716
817	0.1407988023
818	0.1407988023
819	0.1408167331
820	0.1408167331
821	0.1408167331
822	0.1407988023
823	0.1407629408
824	0.1407629408
825	0.1407629408
826	0.1407629408
827	0.1407629408
828	0.1407808716
829	0.1407808716
830	0.1407988023
831	0.1408167331
832	0.1408346639
833	0.1408346639
834	0.1408346639
835	0.1408346639
836	0.1408525947
837	0.1408346639
838	0.1408167331
839	0.1407808716
840	0.1407988023
841	0.1407808716
842	0.1408346639
843	0.1407808716
844	0.1407629408
845	0.1407629408
846	0.1407629408
847	0.1407808716
848	0.14074501
849	0.1407270792
850	0.14074501
851	0.1408167331
852	0.1407629408
853	0.1407988023
854	0.1407988023
855	0.1408167331
856	0.1408167331
857	0.1407988023
858	0.1408167331
859	0.1408346639
860	0.1407808716
861	0.1408346639
862	0.1408346639
863	0.1407808716
864	0.1407808716
865	0.1408167331
866	0.1407988023
867	0.1407988023
868	0.1408167331
869	0.1408525947
870	0.1408884563
871	0.1409063871
872	0.1408884563
873	0.1409063871
874	0.1409063871
875	0.1409422486
876	0.1409422486
877	0.1409243178
878	0.1409243178
879	0.1409063871
880	0.1408884563
881	0.1408525947
882	0.1408705255
883	0.1408884563
884	0.1408705255
885	0.1408884563
886	0.1409243178
887	0.1409243178
888	0.1409063871
889	0.1408884563
890	0.1408884563
891	0.1408884563
892	0.1408705255
893	0.1408705255
894	0.1408884563
895	0.1408884563
896	0.1408884563
897	0.1408884563
898	0.1409063871
899	0.1408884563
900	0.1408884563
901	0.1408884563
902	0.1409063871
903	0.1409243178
904	0.1409243178
905	0.1409422486
906	0.1409422486
907	0.1409063871
908	0.1409243178
909	0.1408884563
910	0.1409243178
911	0.1409601794
912	0.1410139718
913	0.1410139718
914	0.1410677641
915	0.1410139718
916	0.1410319026
917	0.1410498334
918	0.1410139718
919	0.1410498334
920	0.1410856949
921	0.1411036257
922	0.1411036257
923	0.1411036257
924	0.1411036257
925	0.1410856949
926	0.1411394873
927	0.1411036257
928	0.1410677641
929	0.1410856949
930	0.1410677641
931	0.1410677641
932	0.1411036257
933	0.1411036257
934	0.1411036257
935	0.1411394873
936	0.1411753489
937	0.1412112104
938	0.1411574181
939	0.1411574181
940	0.1411932797
941	0.1411574181
942	0.1411574181
943	0.1411574181
944	0.1412112104
945	0.1411932797
946	0.1412112104
947	0.1412112104
948	0.1411753489
949	0.1411753489
950	0.1411574181
951	0.1412291412
952	0.1412291412
953	0.1412112104
954	0.1412291412
955	0.141247072
956	0.1412291412
957	0.141247072
958	0.1412291412
959	0.1412112104
960	0.1412291412
961	0.1412291412
962	0.1412650028
963	0.1412112104
964	0.1412291412
965	0.1412112104
966	0.141247072
967	0.141247072
968	0.141247072
969	0.141247072
970	0.141247072
971	0.1412650028
972	0.1412829336
973	0.141336726
974	0.1413546567
975	0.1413725875
976	0.141336726
977	0.1413187952
978	0.1413187952
979	0.1413008644
980	0.141336726
981	0.141336726
982	0.141336726
983	0.1413546567
984	0.1413546567
985	0.1413546567
986	0.1413905183
987	0.1413905183
988	0.1413905183
989	0.1413905183
990	0.1413905183
991	0.1413905183
992	0.1413725875
993	0.1413725875
994	0.1413725875
995	0.1413905183
996	0.1413725875
997	0.1413905183
998	0.1413905183
999	0.1413905183
1000	0.1413905183
1001	0.1413905183
1002	0.1414084491
1003	0.1413725875
1004	0.1413725875
1005	0.1413905183
1006	0.1414084491
1007	0.1414084491
1008	0.1414084491
1009	0.1413905183
1010	0.1414263799
1011	0.1414084491
1012	0.1414084491
1013	0.1413725875
1014	0.1414084491
1015	0.1414084491
1016	0.1414084491
1017	0.1414084491
1018	0.1414084491
1019	0.1414443107
1020	0.1414622415
1021	0.1414443107
1022	0.1414801722
1023	0.1414801722
1024	0.1414801722
1025	0.1414801722
1026	0.141498103
1027	0.141498103
1028	0.141498103
1029	0.1414801722
1030	0.141498103
1031	0.141498103
1032	0.1414801722
1033	0.1415518954
1034	0.1415698262
1035	0.1416056878
1036	0.141587757
1037	0.1415698262
1038	0.1415698262
1039	0.1416056878
1040	0.141587757
1041	0.1416056878
1042	0.1416415493
1043	0.1416236185
1044	0.141587757
1045	0.1416236185
1046	0.1416415493
1047	0.1416415493
1048	0.1415698262
1049	0.1416236185
1050	0.1416056878
1051	0.1416415493
1052	0.1416594801
1053	0.1416415493
1054	0.1416594801
1055	0.1416415493
1056	0.1416774109
1057	0.1416953417
1058	0.1417132725
1059	0.1417132725
1060	0.1416774109
1061	0.1416236185
1062	0.1416774109
1063	0.1416774109
1064	0.1416056878
1065	0.1416056878
1066	0.1416594801
1067	0.1416415493
1068	0.1416236185
1069	0.1415698262
1070	0.1415698262
1071	0.1415698262
1072	0.1415698262
1073	0.141587757
1074	0.1415339646
1075	0.1415339646
1076	0.1415698262
1077	0.1416236185
1078	0.1416236185
1079	0.1416236185
1080	0.1416415493
1081	0.1416236185
1082	0.1416236185
1083	0.1416236185
1084	0.1416236185
1085	0.1416056878
1086	0.1416056878
1087	0.1416236185
1088	0.1416774109
1089	0.1417132725
1090	0.1417132725
1091	0.1417132725
1092	0.1416953417
1093	0.1416774109
1094	0.1416774109
1095	0.1416953417
1096	0.1417312033
1097	0.1417312033
1098	0.1417491341
1099	0.1417491341
1100	0.1417312033
1101	0.1417670648
1102	0.1417670648
1103	0.1417491341
1104	0.1416953417
1105	0.1416774109
1106	0.1416774109
1107	0.1417670648
1108	0.1416594801
1109	0.1416594801
1110	0.1416774109
1111	0.1416953417
1112	0.1416594801
1113	0.1416594801
1114	0.1416594801
1115	0.1416415493
1116	0.1416236185
1117	0.1416415493
1118	0.1416236185
1119	0.141587757
1120	0.141587757
1121	0.1416594801
1122	0.1416415493
1123	0.1416594801
1124	0.1416594801
1125	0.1416594801
1126	0.1416056878
1127	0.1416236185
1128	0.1416236185
1129	0.1416415493
1130	0.1416415493
1131	0.1416415493
1132	0.1416056878
1133	0.141587757
1134	0.1416236185
1135	0.1416056878
1136	0.1416236185
1137	0.1416056878
1138	0.1416236185
1139	0.1416236185
1140	0.141587757
1141	0.141587757
1142	0.1415698262
1143	0.141587757
1144	0.1416236185
1145	0.1416236185
1146	0.1416236185
1147	0.1416236185
1148	0.1416415493
1149	0.1416236185
1150	0.1416594801
1151	0.1416594801
1152	0.1416774109
1153	0.1417132725
1154	0.1417132725
1155	0.1416953417
1156	0.1416953417
1157	0.1417132725
1158	0.1417312033
1159	0.1417132725
1160	0.1417132725
1161	0.1417132725
1162	0.1417132725
1163	0.1416953417
1164	0.1417132725
1165	0.1417312033
1166	0.1417312033
1167	0.1417312033
1168	0.1417132725
1169	0.1417849956
1170	0.141838788
1171	0.1418567188
1172	0.1418746496
1173	0.1418746496
1174	0.1419105111
1175	0.1419105111
1176	0.1418925804
1177	0.1418567188
1178	0.1418567188
1179	0.141838788
1180	0.1418925804
1181	0.1418567188
1182	0.1419105111
1183	0.1419284419
1184	0.1418925804
1185	0.1418567188
1186	0.141838788
1187	0.1418208572
1188	0.141838788
1189	0.1418746496
1190	0.1418925804
1191	0.1418925804
1192	0.1418567188
1193	0.1419105111
1194	0.1418925804
1195	0.1419284419
1196	0.1419284419
1197	0.1419284419
1198	0.1419284419
1199	0.1419643035
1200	0.1419643035
1201	0.1419643035
1202	0.1419284419
1203	0.1419822343
1204	0.1419284419
1205	0.1419284419
1206	0.1419105111
1207	0.1419105111
1208	0.1419463727
1209	0.1419822343
1210	0.1419643035
1211	0.1419643035
1212	0.1419822343
1213	0.1420539574
1214	0.1419643035
1215	0.1419643035
1216	0.1419822343
1217	0.1419822343
1218	0.1419822343
1219	0.1420001651
1220	0.1420001651
1221	0.1420180959
1222	0.1420180959
1223	0.1420360267
1224	0.1420539574
1225	0.1420360267
1226	0.1420180959
1227	0.1420180959
1228	0.1420718882
1229	0.1420718882
1230	0.1420718882
1231	0.1420718882
1232	0.1420718882
1233	0.1420718882
1234	0.1420539574
1235	0.1420539574
1236	0.1420539574
1237	0.142089819
1238	0.1420718882
1239	0.1420718882
1240	0.1420180959
1241	0.1420360267
1242	0.1420718882
1243	0.142089819
1244	0.1420539574
1245	0.1420539574
1246	0.142089819
1247	0.142089819
1248	0.1420539574
1249	0.1420539574
1250	0.1420360267
1251	0.1420360267
1252	0.1420360267
1253	0.142089819
1254	0.1421077498
1255	0.1421077498
1256	0.1421077498
1257	0.1420718882
1258	0.1420539574
1259	0.142089819
1260	0.142089819
1261	0.142089819
1262	0.1421256806
1263	0.1421436114
1264	0.1420718882
1265	0.1420718882
1266	0.1420718882
1267	0.142089819
1268	0.1421077498
1269	0.1421256806
1270	0.1421256806
1271	0.1421077498
1272	0.1421436114
1273	0.1421436114
1274	0.1421436114
1275	0.1421077498
1276	0.1421794729
1277	0.1421077498
1278	0.1421256806
1279	0.1421256806
1280	0.1421256806
1281	0.1420718882
1282	0.1421077498
1283	0.1421077498
1284	0.1420539574
1285	0.1420539574
1286	0.1420360267
1287	0.1421256806
1288	0.1421436114
1289	0.1421256806
1290	0.1421436114
1291	0.1421256806
1292	0.1421077498
1293	0.1421256806
1294	0.142089819
1295	0.142089819
1296	0.1421077498
1297	0.1421256806
1298	0.1421077498
1299	0.1421077498
1300	0.1421436114
1301	0.1421436114
1302	0.1421615422
1303	0.1421436114
1304	0.1421615422
1305	0.1421256806
1306	0.1421436114
1307	0.1421794729
1308	0.1421974037
1309	0.1422691269
1310	0.1421794729
1311	0.1421794729
1312	0.1421256806
1313	0.1421256806
1314	0.1421077498
1315	0.142089819
1316	0.142089819
1317	0.142089819
1318	0.1421256806
1319	0.1421436114
1320	0.1421256806
1321	0.1421077498
1322	0.1421077498
1323	0.1420718882
1324	0.1421256806
1325	0.1421256806
1326	0.1421436114
1327	0.1421256806
1328	0.1421256806
1329	0.1421256806
1330	0.1421077498
1331	0.1421077498
1332	0.1421436114
1333	0.1421436114
1334	0.1421794729
1335	0.1421974037
1336	0.1421974037
1337	0.1421974037
1338	0.1421794729
1339	0.1422153345
1340	0.1422153345
1341	0.1422511961
1342	0.1422332653
1343	0.1422153345
1344	0.1422153345
1345	0.1421794729
1346	0.1422691269
1347	0.1422691269
1348	0.1422870577
1349	0.1422870577
1350	0.1423229192
1351	0.1423229192
1352	0.1423229192
1353	0.14234085
1354	0.1423229192
1355	0.1423049885
1356	0.14234085
1357	0.1423229192
1358	0.1422691269
1359	0.1422870577
1360	0.1423049885
1361	0.1423049885
1362	0.1423049885
1363	0.1423049885
1364	0.1423049885
1365	0.1423049885
1366	0.1423049885
1367	0.1422691269
1368	0.1422691269
1369	0.1423229192
1370	0.1423229192
1371	0.1423229192
1372	0.1422870577
1373	0.1422691269
1374	0.1422870577
1375	0.1422870577
1376	0.1423229192
1377	0.14234085
1378	0.14234085
1379	0.14234085
1380	0.14234085
1381	0.1423229192
1382	0.1423049885
1383	0.1423229192
1384	0.1422691269
1385	0.1423049885
1386	0.1422870577
1387	0.1422870577
1388	0.1422153345
1389	0.1422332653
1390	0.1422691269
1391	0.1422332653
1392	0.1422691269
1393	0.1422511961
1394	0.1422870577
1395	0.1422870577
1396	0.1423049885
1397	0.1422870577
1398	0.1423049885
1399	0.1423049885
1400	0.1423587808
1401	0.14234085
1402	0.1423587808
1403	0.14234085
1404	0.1423767116
1405	0.1423767116
1406	0.14234085
1407	0.1423587808
1408	0.1423587808
1409	0.1423946424
1410	0.1423767116
1411	0.1423767116
1412	0.1424125732
1413	0.1423587808
1414	0.14234085
1415	0.1423229192
1416	0.1423229192
1417	0.1423946424
1418	0.1424125732
1419	0.1424125732
1420	0.1424125732
1421	0.1424125732
1422	0.1424125732
1423	0.142430504
1424	0.1424663655
1425	0.1424484348
1426	0.1425022271
1427	0.1425201579
1428	0.1425201579
1429	0.1424842963
1430	0.1424842963
1431	0.1425022271
1432	0.1425201579
1433	0.1425201579
1434	0.1425201579
1435	0.1425560195
1436	0.1425560195
1437	0.1425380887
1438	0.1425380887
1439	0.1425201579
1440	0.1425201579
1441	0.1425201579
1442	0.1425380887
1443	0.1425380887
1444	0.1425380887
1445	0.1425201579
1446	0.1425560195
1447	0.1425380887
1448	0.1425380887
1449	0.1425380887
1450	0.1425560195
1451	0.1425739503
1452	0.1425560195
1453	0.1425739503
1454	0.1425739503
1455	0.1425739503
1456	0.1425560195
1457	0.1425918811
1458	0.1425918811
1459	0.1425918811
1460	0.1425918811
1461	0.1425918811
1462	0.1425739503
1463	0.1425739503
1464	0.1425560195
1465	0.1425918811
1466	0.1425739503
1467	0.1425918811
1468	0.1426456734
1469	0.1426994658
1470	0.142681535
1471	0.142681535
1472	0.142681535
1473	0.1426456734
1474	0.1426277426
1475	0.1426456734
1476	0.1426277426
1477	0.1426098118
1478	0.1426098118
1479	0.1425918811
1480	0.1425918811
1481	0.1426098118
1482	0.1426098118
1483	0.1426456734
1484	0.1426456734
1485	0.1426456734
1486	0.1426277426
1487	0.1426098118
1488	0.1425918811
1489	0.1426277426
1490	0.1426456734
1491	0.1426636042
1492	0.1426994658
1493	0.1427173966
1494	0.1426994658
1495	0.1426994658
1496	0.1427173966
1497	0.1427173966
1498	0.1427532581
1499	0.1427353274
1500	0.1427711889
1501	0.1427173966
1502	0.1427532581
1503	0.1427532581
1504	0.1427532581
1505	0.1427711889
1506	0.1427891197
1507	0.1427891197
1508	0.1427353274
1509	0.1427711889
1510	0.1427711889
1511	0.1427711889
