iter	RMSE	PrecisionAt:top=10	RecallAt:top=10	MAP:top=10
85	0.3099935194	0.1404581174	0.8664719542	0.3915642237
86	0.3099821323	0.1404581174	0.8669202238	0.3922446483
87	0.3099677422	0.1405477713	0.8676175322	0.3933811908
88	0.3099590259	0.1405298405	0.8673236666	0.3934256332
89	0.3099367728	0.1406912176	0.867918371	0.3935914483
90	0.3099222438	0.1406912176	0.8679585018	0.3940517821
91	0.3099106778	0.14074501	0.8683171175	0.3939838852
92	0.3098954521	0.1407988023	0.8686309063	0.3941942187
93	0.3098765078	0.1408705255	0.8687374949	0.3947207256
94	0.3098658739	0.1407988023	0.8681746674	0.394733442
95	0.3098566854	0.1408167331	0.8684433446	0.3943940771
96	0.3098421749	0.1408525947	0.8686945891	0.3951440404
97	0.3098232472	0.1408525947	0.8681987886	0.3957048058
98	0.3098071566	0.1409781102	0.8693732551	0.3961776803
99	0.3097860587	0.1409601794	0.8697617555	0.3967540138
100	0.3097708214	0.1410677641	0.8704091029	0.3977016525
101	0.309758979	0.1411932797	0.8708050745	0.3986054555
102	0.3097424341	0.1411215565	0.8702522085	0.3983802949
103	0.3097319843	0.1410498334	0.8695648617	0.3987262344
104	0.3097199758	0.1410677641	0.8697979619	0.3991648983
105	0.3097060062	0.1410319026	0.8696186541	0.3989834352
106	0.3096772152	0.1411574181	0.8702657925	0.3994564582
107	0.3096688497	0.1411753489	0.8704376292	0.399778944
108	0.309658826	0.1411574181	0.870320581	0.4007149283
109	0.3096537391	0.1411394873	0.8703324035	0.4009675508
110	0.3096434776	0.1411753489	0.8704818267	0.4009528837
111	0.3096281753	0.141336726	0.8713738834	0.4018256212
112	0.3096146204	0.1413905183	0.8715472143	0.4028177677
113	0.3096049433	0.1414622415	0.8721870905	0.4026564855
114	0.3095941684	0.1414622415	0.872170654	0.4031431583
115	0.3095802409	0.1415698262	0.8724993851	0.4028953409
116	0.3095667515	0.1416236185	0.8730288414	0.4030726347
117	0.3095511567	0.1417312033	0.8731663107	0.4030674665
118	0.309542905	0.1416594801	0.8724954005	0.4026808351
119	0.3095286238	0.1416953417	0.87314838	0.4035913638
120	0.3095157845	0.1417132725	0.8732230916	0.4037482985
121	0.3095039785	0.1417132725	0.8731731415	0.4037020411
122	0.3094826064	0.1417670648	0.8740024404	0.4047747863
123	0.3094730907	0.1417132725	0.8737783056	0.4051947177
124	0.3094603106	0.1417491341	0.8736348593	0.4054178541
125	0.3094456933	0.1417670648	0.8737533306	0.405386442
126	0.3094291557	0.1417849956	0.8740073501	0.4054116105
127	0.3094106549	0.1417849956	0.8740302616	0.4047458101
128	0.3093913309	0.1419105111	0.8744596043	0.4056570237
129	0.3093809271	0.1419284419	0.8742145503	0.4064503093
130	0.3093672581	0.1418029264	0.8736392708	0.4066094741
131	0.3093578151	0.1417670648	0.8738349274	0.406332924
132	0.309346064	0.141838788	0.8741686392	0.4071837123
133	0.3093354087	0.1418567188	0.8740496866	0.4069261288
134	0.3093234519	0.1419105111	0.8743320965	0.4075356214
135	0.3093119831	0.1419105111	0.8748251932	0.4082485522
136	0.3092994237	0.1418925804	0.8746160007	0.4086819377
137	0.309284698	0.1419105111	0.8745786449	0.4088129056
138	0.3092661782	0.1421077498	0.8753007039	0.4091731346
139	0.3092571825	0.1421794729	0.8757654101	0.4094205297
140	0.3092431995	0.1421256806	0.875391852	0.4097179222
141	0.3092335861	0.1421256806	0.8754771112	0.4098698877
142	0.3092172168	0.1421974037	0.875656419	0.4109686887
143	0.3091993255	0.1421794729	0.8759337603	0.4122151229
144	0.3091919677	0.1422870577	0.8762641991	0.4119298811
145	0.3091814267	0.1421974037	0.8758308717	0.4120375287
146	0.3091722411	0.1422691269	0.8762044298	0.4127258906
147	0.3091485652	0.1423587808	0.8769827889	0.4134211674
148	0.3091252798	0.1423229192	0.8764657846	0.4136256673
149	0.3091176482	0.1422870577	0.8761968228	0.4135012132
150	0.3091032739	0.1422691269	0.8759577456	0.4136646016
151	0.3090901252	0.1423049885	0.8760878317	0.4136833874
152	0.3090708519	0.1423049885	0.8761326587	0.4141881296
153	0.3090553295	0.14234085	0.8763717358	0.414994482
154	0.3090403085	0.1423767116	0.8765196648	0.4151593066
155	0.3090224985	0.1424125732	0.8766690881	0.4154186852
156	0.3090153598	0.1424484348	0.8769380499	0.4153485369
157	0.3089984732	0.1423946424	0.8766077366	0.4152145106
158	0.3089818555	0.1423767116	0.8764822211	0.4156534556
159	0.3089663293	0.1426456734	0.8782863454	0.4164271778
160	0.3089507801	0.1424842963	0.8773329374	0.4158710963
161	0.3089300433	0.1425380887	0.8773047604	0.4165325635
162	0.3089146748	0.1425201579	0.8770044197	0.4160966385
163	0.3089033187	0.1425201579	0.8772883239	0.4163056114
164	0.3088904188	0.1425022271	0.8773032662	0.4170045137
165	0.3088753923	0.1426456734	0.8782489017	0.4175792563
166	0.3088580497	0.1426994658	0.8787121137	0.4173686959
167	0.3088444203	0.1426456734	0.8785776328	0.4169374245
168	0.3088273001	0.1426277426	0.8781505838	0.4167856331
169	0.308812538	0.1426456734	0.8780876125	0.4171503657
170	0.3087980757	0.142681535	0.8783939302	0.4174608209
171	0.3087851821	0.142681535	0.8786270304	0.4179170616
172	0.3087709725	0.142681535	0.8790198	0.4190386647
173	0.3087525611	0.1427532581	0.8793933581	0.4202679921
174	0.3087364395	0.1428608429	0.8802077147	0.4204419303
175	0.3087209638	0.142932566	0.8806918459	0.4207879826
176	0.3087041644	0.1428967044	0.8807534543	0.4221462207
177	0.3086863277	0.1428249813	0.8800854446	0.4222368187
178	0.3086730179	0.1429146352	0.8807087529	0.4227079092
179	0.3086529429	0.142932566	0.8807311664	0.4223282763
180	0.3086353571	0.142932566	0.8808746126	0.4221717733
181	0.3086081396	0.1429863584	0.8810826123	0.4231633109
182	0.308584295	0.1429863584	0.8807613524	0.4236443908
183	0.3085650321	0.1430401507	0.8809896853	0.4237221881
184	0.3085531951	0.1430939431	0.8811792393	0.4236281629
185	0.3085356799	0.1431118739	0.8812151009	0.4242667634
186	0.3085162823	0.1431477355	0.881627509	0.4235386774
187	0.3085006418	0.1431118739	0.8814439319	0.4236972664
188	0.308483087	0.1431118739	0.881264624	0.4234721189
189	0.3084666749	0.143183597	0.8817577207	0.4239068764
190	0.3084505104	0.1432015278	0.8818682938	0.4247237965
191	0.3084419947	0.1432373894	0.8817967842	0.4250797629
192	0.3084238882	0.1434166973	0.8826811562	0.4252875039
193	0.3084121431	0.1433270433	0.8822709539	0.42557417
194	0.308399302	0.1433987665	0.8823964694	0.4255902544
195	0.308377214	0.1433808357	0.8824156809	0.4267248629
196	0.3083565152	0.1433270433	0.8820510883	0.4279949425
197	0.3083345422	0.1433987665	0.8823200501	0.4285768025
198	0.3083259998	0.1434166973	0.8825890119	0.4287191162
199	0.3083069906	0.1434346281	0.8827234928	0.4287542884
200	0.3082969866	0.1433987665	0.8825083233	0.4288897417
201	0.3082756654	0.1434346281	0.8829416507	0.4293256781
202	0.3082621288	0.1433987665	0.8825589138	0.429560505
203	0.3082390812	0.1434704896	0.8828744102	0.4304520043
204	0.3082250519	0.1434884204	0.8826054484	0.4309828659
205	0.3081991102	0.143524282	0.8826442985	0.4316882152
206	0.3081877144	0.1435422128	0.8828236063	0.431540642
207	0.3081742948	0.1435422128	0.8827339524	0.4317475339
208	0.308156381	0.1434704896	0.8824052213	0.432444067
209	0.3081314658	0.1437035899	0.8838347035	0.4330518457
210	0.3081153476	0.1437035899	0.8836990732	0.4336109322
211	0.3080996263	0.1436677283	0.8834898807	0.433607046
212	0.3080813043	0.1435960051	0.8832633913	0.4331704844
213	0.3080708819	0.1436677283	0.8836683282	0.4334424856
214	0.3080523792	0.1436139359	0.8834083318	0.4341391694
215	0.3080470736	0.1435422128	0.8829600621	0.4344882126
216	0.3080346392	0.1434884204	0.8824723085	0.4342955792
217	0.3080308731	0.1435780743	0.8829896622	0.4344377613
218	0.3080090976	0.1436677283	0.8834111133	0.4362186702
219	0.3079896655	0.1437573822	0.8841881141	0.4360321627
220	0.307978722	0.1436856591	0.8837846714	0.4370155585
221	0.3079659189	0.1437394514	0.8840522748	0.4370757719
222	0.3079575644	0.1436497975	0.8835442358	0.4371627832
223	0.3079349398	0.143775313	0.884232941	0.4367098447
224	0.3079195281	0.1437394514	0.8839639792	0.436341329
225	0.3079067563	0.1437394514	0.8840536332	0.4367098767
226	0.3079008705	0.1437573822	0.8842269641	0.4367730768
227	0.3078779683	0.1437215206	0.883898233	0.436798607
228	0.307863213	0.1438470362	0.8849860341	0.4371310889
229	0.3078473073	0.143775313	0.8846707511	0.4367719763
230	0.3078304145	0.1437932438	0.8846976473	0.4373972057
231	0.3078106804	0.1438828977	0.885692806	0.4379664169
232	0.3077988958	0.1439187593	0.8858721138	0.4385660843
233	0.3077830686	0.1439546209	0.8863353258	0.4393755195
234	0.3077757441	0.1439546209	0.8863353258	0.4394011704
235	0.3077628337	0.1439366901	0.8862456719	0.4392367337
236	0.3077443047	0.1439725517	0.8866341723	0.4390074343
237	0.3077386588	0.1439725517	0.8865445183	0.4395973833
238	0.3077150011	0.144026344	0.8868493417	0.4399203624
239	0.3077020809	0.1439187593	0.8857734945	0.4399852998
240	0.3076910467	0.1439187593	0.8858108503	0.4403430747
241	0.3076769286	0.1439187593	0.8858706196	0.4403198205
242	0.3076677797	0.1439187593	0.8858109861	0.4400789585
243	0.3076497887	0.1438828977	0.8856523841	0.4418651677
244	0.3076336351	0.1440442748	0.8868435006	0.44245871
245	0.3076141873	0.1440980672	0.8871722317	0.4421070413
246	0.3076056869	0.144115998	0.8871184394	0.4424452892
247	0.3075927811	0.1440801364	0.8870138431	0.4424077895
248	0.3075737063	0.144115998	0.8873276319	0.4426422638
249	0.3075511443	0.144115998	0.8874591243	0.4428874828
250	0.3075376291	0.144115998	0.8877280861	0.443234496
251	0.307514417	0.144115998	0.8876719457	0.4435609715
252	0.307499005	0.1441518595	0.8880604461	0.4438098798
253	0.3074831128	0.1441339287	0.8878049324	0.4445710441
254	0.3074644565	0.1440622056	0.8879169998	0.4450466498
255	0.3074508677	0.1441339287	0.8879543556	0.4453216673
256	0.3074404621	0.1441877211	0.8883727406	0.4455311089
257	0.3074230944	0.1442415135	0.888806068	0.4454126507
258	0.3074123327	0.1442415135	0.8885869139	0.4456391607
259	0.3073996348	0.1443490982	0.8889305873	0.4462423989
260	0.3073856839	0.144277375	0.888452433	0.4456992929
261	0.3073719708	0.1443490982	0.8888110488	0.4462898313
262	0.3073634706	0.1443132366	0.8885719716	0.446563679
263	0.3073466063	0.1443132366	0.8885869139	0.4470998878
264	0.3073360066	0.1443490982	0.8886915102	0.4466961616
265	0.3073264264	0.1444028906	0.8891397799	0.4470335379
266	0.3073132658	0.144367029	0.8890202413	0.4469481295
267	0.3073009533	0.1443490982	0.8888409334	0.4473207626
268	0.3072939091	0.144367029	0.8888409334	0.4474771696
269	0.3072808483	0.1444028906	0.88933403	0.4477966483
270	0.3072686342	0.1443849598	0.8888633469	0.4481437235
271	0.3072555829	0.1444028906	0.8888185199	0.4486056957
272	0.3072499126	0.1444566829	0.889102424	0.4489986645
273	0.3072449126	0.1444208213	0.889102424	0.4490170388
274	0.3072318363	0.1444387521	0.8895596591	0.448784126
275	0.3072171687	0.1445642676	0.8903127522	0.449337509
276	0.3072040848	0.1445463369	0.8896976266	0.4492335436
277	0.3071779298	0.1446359908	0.8904927716	0.450058907
278	0.3071695001	0.1445821984	0.889987223	0.4500959233
279	0.307160703	0.1446001292	0.8900230846	0.4499794806
280	0.3071487505	0.1446359908	0.8902186932	0.4502513739
281	0.3071291893	0.1446001292	0.8899034102	0.4509306377
282	0.3071180765	0.1445463369	0.8894641059	0.4512015076
283	0.3071079491	0.1445104753	0.8893787212	0.451462646
284	0.3070925505	0.1445104753	0.8893787212	0.4516972903
285	0.3070849212	0.1444925445	0.8891158721	0.451786126
286	0.3070735317	0.1445284061	0.8888618527	0.4522066397
287	0.3070513437	0.1445642676	0.8895955207	0.4525440824
288	0.3070371274	0.1446539216	0.889861494	0.4526290864
289	0.307021768	0.1446897832	0.8898343262	0.453262501
290	0.3069979909	0.1447973679	0.891177641	0.4536396062
291	0.306980621	0.1447973679	0.8909684485	0.4539036264
292	0.306963407	0.1448152987	0.8913569489	0.4541528967
293	0.3069626849	0.1448152987	0.8913569489	0.4541240083
294	0.3069489102	0.1449049526	0.8918027281	0.454282289
295	0.3069300749	0.1449049526	0.8918027281	0.4548316121
296	0.3069105399	0.144958745	0.892534902	0.4549513888
297	0.306892658	0.1450304681	0.8929971178	0.4552247491
298	0.3068757442	0.1450842605	0.8933318258	0.4552642402
299	0.3068590645	0.1451380528	0.8938049994	0.4555219663
300	0.3068524516	0.1452277068	0.8942731922	0.4556578058
301	0.3068395367	0.1452277068	0.8940490573	0.4557560243
302	0.3068272976	0.1452456376	0.8943269845	0.4559071303
303	0.3068101902	0.1452814991	0.8943568692	0.4567134797
304	0.3067956343	0.1452635683	0.8944674424	0.4567482372
305	0.3067769691	0.1452994299	0.8944678693	0.4576282676
306	0.3067584202	0.1452994299	0.8946962733	0.4577605712
307	0.3067458254	0.1452814991	0.8943884615	0.4581155546
308	0.3067433013	0.1452635683	0.8942988076	0.4580068695
309	0.3067430756	0.1452635683	0.8942988076	0.4580068695
310	0.3067304261	0.1452635683	0.8944870808	0.4583198637
311	0.3067129532	0.1452994299	0.8943217191	0.4583170145
312	0.3066989273	0.1453532223	0.8945578078	0.4586773949
313	0.3066808469	0.1452994299	0.8944158558	0.4588288832
314	0.3066608874	0.1452994299	0.894865251	0.4594388979
315	0.3066500371	0.1453352915	0.8949117856	0.4593984901
316	0.3066301281	0.1453352915	0.8949117856	0.4600324099
317	0.3066173548	0.1452994299	0.8943243389	0.4601510527
318	0.3065994736	0.1453890839	0.8950761512	0.4609019803
319	0.3065824387	0.1454428762	0.8956499364	0.4608456981
320	0.3065699525	0.1454966686	0.8961280907	0.4615290982
321	0.3065611911	0.1454787378	0.8958922155	0.4619209291
322	0.3065444805	0.1455683917	0.8963106005	0.4627739878
323	0.3065412485	0.1455504609	0.8962209466	0.4628417263
324	0.3065288374	0.1454787378	0.8958666	0.4630597024
325	0.3065097933	0.1455325301	0.8959754073	0.4621016125
326	0.3064939382	0.1454966686	0.8955110459	0.4622762491
327	0.306475086	0.1455325301	0.8956783999	0.4622713134
328	0.3064650971	0.1455683917	0.8959473617	0.4628211197
329	0.3064517476	0.1455504609	0.8958278231	0.4631510252
330	0.3064394242	0.145460807	0.8955827691	0.4634611703
331	0.3064231963	0.1455145994	0.896007131	0.4639759804
332	0.3064229833	0.1455145994	0.896007131	0.4639759804
333	0.3063988988	0.1455683917	0.8966224804	0.4641751889
334	0.3063985182	0.1455683917	0.8966224804	0.4641751889
335	0.3063798152	0.1456759764	0.8969308505	0.4646290948
336	0.3063662078	0.1456939072	0.8967440715	0.464376968
337	0.3063549062	0.145711838	0.8970621295	0.4642402671
338	0.3063376338	0.1457656304	0.8971189103	0.4652300252
339	0.3063228393	0.145711838	0.897142818	0.4650335075
340	0.3063099819	0.1458552843	0.8978301649	0.465329994
341	0.3062914866	0.1459270075	0.8986669349	0.4664473311
342	0.3062703811	0.1459090767	0.8982859057	0.4661624145
343	0.3062615653	0.1458552843	0.8981215402	0.4661334341
344	0.3062484051	0.1458552843	0.8981857042	0.4661180705
345	0.3062353559	0.1458732151	0.898499493	0.4661005002
346	0.3062250415	0.1458911459	0.898589147	0.4659500097
347	0.3062145198	0.1458911459	0.8982962774	0.4662837488
348	0.3061997235	0.1459270075	0.8982229242	0.4666291797
349	0.3061878822	0.145962869	0.8984127796	0.4668615518
350	0.3061748663	0.1459807998	0.8986174015	0.4673305403
351	0.3061664732	0.1459449383	0.8984815622	0.4675088295
352	0.3061576888	0.1459449383	0.8984815622	0.4676883627
353	0.3061380453	0.1459987306	0.8989984308	0.4677191807
354	0.3061241693	0.1459807998	0.8989386615	0.4677101228
355	0.3061040341	0.1459987306	0.8990940616	0.4683535333
356	0.3060880532	0.1459987306	0.8989284153	0.4691463439
357	0.3060744637	0.1460345922	0.8992063425	0.4696448283
358	0.3060620268	0.1460345922	0.8988746229	0.4702357946
359	0.3060462219	0.1460345922	0.8991254405	0.4705984969
360	0.3060294049	0.1460883845	0.8993041901	0.4703059721
361	0.3060198335	0.1461242461	0.8994151902	0.4706567609
362	0.3059995919	0.1459987306	0.8984887662	0.4714126339
363	0.3059807879	0.1461063153	0.8992326804	0.4714705591
364	0.3059683752	0.1460883845	0.8992326804	0.4718109891
365	0.3059487719	0.1461601077	0.8997108347	0.4724080416
366	0.3059349197	0.1461421769	0.899583825	0.4723850208
367	0.3059168483	0.1461063153	0.8993148632	0.4725755913
368	0.3059026207	0.1460883845	0.8991968188	0.4728524053
369	0.3058826838	0.1461242461	0.8993731382	0.4728579126
370	0.3058660423	0.1460704538	0.8990742918	0.4724526792
371	0.3058467264	0.1461063153	0.8995118884	0.4731915035
372	0.3058319629	0.1461063153	0.8994222344	0.4733177306
373	0.3058218708	0.1461780385	0.8997195867	0.4733878207
374	0.3058190128	0.1461601077	0.8996598174	0.4733440255
375	0.3058138379	0.1461421769	0.8996794558	0.4733511818
376	0.3057985467	0.1461601077	0.8995108211	0.4743104671
377	0.3057860315	0.1461780385	0.8996652251	0.4745557514
378	0.3057842116	0.1461601077	0.8996502827	0.4746911218
379	0.3057758497	0.1462139001	0.9001583217	0.4750620614
380	0.3057695458	0.1461780385	0.8998893599	0.4753310766
381	0.3057550906	0.1461959693	0.9001463679	0.4754754407
382	0.3057391094	0.1462139001	0.9001015409	0.4754360037
383	0.3057387381	0.1462139001	0.9001015409	0.4754360037
384	0.3057255097	0.1462318308	0.9004365937	0.4759520104
385	0.3057094577	0.1461959693	0.900077978	0.4757668789
386	0.305692791	0.1460883845	0.8994593658	0.4757719059
387	0.3056816915	0.1460704538	0.8994294812	0.4762161554
388	0.3056556926	0.1460883845	0.8998243078	0.4765397428
389	0.3056500777	0.1461242461	0.8999049963	0.4763632384
390	0.3056499621	0.1461242461	0.8999049963	0.4763632384
391	0.3056498006	0.1461242461	0.8999049963	0.4763931231
392	0.3056331611	0.1461063153	0.9001082119	0.4764600409
393	0.3056143663	0.1461959693	0.9003622314	0.4768115336
394	0.3055969106	0.1462139001	0.9008506319	0.4776605054
395	0.3055883187	0.1462856232	0.9011494784	0.4780662398
396	0.3055709604	0.1462318308	0.9012421208	0.4776659148
397	0.3055577612	0.1462318308	0.9012314477	0.477795243
398	0.3055383353	0.1463752771	0.9019414215	0.4781343146
399	0.3055262905	0.1463752771	0.9020310754	0.4780627456
400	0.3055159317	0.1464290695	0.9023598065	0.478769891
401	0.3054989524	0.1464470003	0.9024733681	0.4788599226
402	0.3054765743	0.1464470003	0.9023388872	0.4798958602
403	0.305465617	0.1464649311	0.9025032528	0.479853226
404	0.305456704	0.1464649311	0.9024883105	0.4796781423
405	0.3054409263	0.1464828619	0.9025869298	0.480358937
406	0.3054279717	0.1465366542	0.902901868	0.4806861027
407	0.3054213465	0.1465007927	0.9026969447	0.4805630302
408	0.305411526	0.1464649311	0.902338329	0.4807040857
409	0.3053926272	0.1464470003	0.902422006	0.480967207
410	0.3053800381	0.1464828619	0.9027656794	0.4807579552
411	0.3053637374	0.1465366542	0.9031093528	0.4810671474
412	0.3053474943	0.1465366542	0.902940718	0.4815374036
413	0.3053294197	0.1465725158	0.9032708075	0.4816302097
414	0.3053173444	0.1466263082	0.9038087311	0.4818538464
415	0.3052974213	0.1466801005	0.9037190772	0.4825952313
416	0.3052896757	0.1466980313	0.9036563194	0.4825345572
417	0.3052741125	0.1466621697	0.9033081633	0.4828433984
418	0.3052739718	0.1466621697	0.9033081633	0.4828433984
419	0.30525216	0.1467159621	0.903859535	0.483331404
420	0.3052458007	0.1467518237	0.9040836699	0.4834801631
421	0.305239041	0.1467338929	0.9040851641	0.4831428352
422	0.3052278348	0.1467697545	0.904264472	0.4833553994
423	0.3052236021	0.146805616	0.9042704489	0.4834789701
424	0.3052215903	0.1468235468	0.9044497568	0.4833737795
425	0.3052032539	0.1467876852	0.9042960643	0.4835750894
426	0.305188517	0.1468235468	0.904789161	0.4841648771
427	0.3051838181	0.1467697545	0.9044305452	0.484309782
428	0.3051787912	0.1467876852	0.9047293917	0.4842753435
429	0.3051629853	0.1468414776	0.9047861725	0.4850431061
430	0.3051497271	0.1468594084	0.9049654804	0.4856396636
431	0.305137501	0.146805616	0.9046709031	0.4856496
432	0.3051255675	0.1468414776	0.9051042305	0.4859036005
433	0.3051055188	0.1467697545	0.904342172	0.4860518438
434	0.3050859313	0.1468235468	0.904487326	0.4865647771
435	0.3050732409	0.1469669931	0.905209385	0.4868567157
436	0.3050536425	0.1469669931	0.9055291507	0.4871319972
437	0.305043541	0.1468773392	0.905170535	0.4869000058
438	0.3050262631	0.1468414776	0.9044682458	0.4870304594
439	0.3050136913	0.14689527	0.9048492751	0.4874633634
440	0.3050062703	0.1469311315	0.9049688137	0.4881829429
441	0.3049915959	0.1469311315	0.9049688137	0.4888607729
442	0.3049834122	0.14689527	0.9046400826	0.4889744318
443	0.3049791737	0.1468773392	0.9046849095	0.488871395
444	0.3049590077	0.146805616	0.9042515822	0.4893411982
445	0.3049400298	0.1468235468	0.9044441247	0.4893285574
446	0.3049248093	0.1468594084	0.9047653846	0.4896489066
447	0.3049093126	0.14689527	0.9051688273	0.4903560686
448	0.3048948185	0.14689527	0.9049105386	0.4904260022
449	0.3048797834	0.1469669931	0.9052392697	0.4904904096
450	0.304867641	0.1469849239	0.9054379147	0.4911890841
451	0.3048471566	0.1470028547	0.9060099922	0.4912117458
452	0.3048310436	0.1469669931	0.9056513764	0.4914784766
453	0.3048177285	0.1469311315	0.905397357	0.4920818393
454	0.3048030883	0.1469490623	0.9052479337	0.4920411131
455	0.3047934962	0.1469311315	0.9052031068	0.4923955189
456	0.3047815107	0.1469669931	0.9055018276	0.49279705
457	0.3047800365	0.1469849239	0.9055615969	0.4926794088
458	0.3047703466	0.1470387163	0.9058860588	0.4928456884
459	0.3047654404	0.1470207855	0.9059949243	0.49290241
460	0.3047488493	0.1469311315	0.9056465547	0.4928609984
461	0.3047358459	0.1470207855	0.9059264742	0.4934193479
462	0.3047310298	0.1470745778	0.9061015129	0.4932743896
463	0.3047186303	0.1470745778	0.9061104783	0.4932872685
464	0.30470526	0.1470925086	0.9062897861	0.4942292016
465	0.3046883457	0.1470207855	0.9061607841	0.4946339065
466	0.3046828114	0.1470207855	0.9061607841	0.494618644
467	0.3046769989	0.1470207855	0.9061906687	0.4946198181
468	0.304665812	0.1470566471	0.9063251496	0.4950228564
469	0.3046607829	0.1470745778	0.906482044	0.4946646439
