iter	RMSE	PrecisionAt:top=10	RecallAt:top=10	MAP:top=10
470	0.304647292	0.1471642318	0.9070423811	0.4951739849
471	0.3046321829	0.1470925086	0.90671365	0.4948839865
472	0.3046305428	0.1470745778	0.9065343421	0.4950714699
473	0.304616038	0.1471104394	0.9066987077	0.4954153355
474	0.3045970348	0.1471642318	0.9069932849	0.4956035554
475	0.3045846185	0.147146301	0.906903631	0.4958394929
476	0.3045830549	0.147146301	0.9068737463	0.4955614234
477	0.3045769309	0.1471283702	0.9068481309	0.4954891106
478	0.3045591219	0.1471821626	0.9068853509	0.4953997277
479	0.3045510926	0.1471821626	0.9067956969	0.4960890313
480	0.3045346145	0.1472180241	0.9070838703	0.4962242156
481	0.304523141	0.1472718165	0.9073438667	0.4966336787
482	0.3045070739	0.1473076781	0.9072947705	0.4970116074
483	0.3044951853	0.1472897473	0.9071795012	0.4964989375
484	0.3044950703	0.1472897473	0.9071795012	0.4964989375
485	0.3044760889	0.1473435397	0.9073186782	0.496619724
486	0.3044584734	0.1474152628	0.9076395177	0.4971333551
487	0.3044498666	0.1473256089	0.907191248	0.4970487389
488	0.3044326852	0.147397332	0.9075199791	0.4977749073
489	0.3044152326	0.1473435397	0.907197225	0.4980752244
490	0.3044038976	0.1473435397	0.907197225	0.4980646409
491	0.3043951729	0.1473614704	0.9071822826	0.4981496911
492	0.3043922987	0.1473794012	0.9074064175	0.4981991164
493	0.3043717962	0.1473794012	0.9072838904	0.498772062
494	0.3043574669	0.1473794012	0.9071344672	0.4988491336
495	0.3043405642	0.147397332	0.9071494095	0.4990107887
496	0.3043180167	0.1474331936	0.9076325446	0.4991268491
497	0.3043097692	0.1474869859	0.9079015064	0.499446562
498	0.3042986494	0.1474690552	0.9077670255	0.500134599
499	0.3042815772	0.1473794012	0.9073187559	0.5002811334
500	0.3042573511	0.147397332	0.9075130061	0.5012502043
501	0.3042446606	0.1474152628	0.9075790971	0.5015404731
502	0.3042347589	0.1474152628	0.9073923181	0.5016816686
503	0.3042200852	0.147397332	0.9072877218	0.5014684903
504	0.304210967	0.147397332	0.9072877218	0.5017073599
505	0.3041998725	0.1473435397	0.9070322792	0.5021064893
506	0.3041869535	0.1473435397	0.9070322792	0.5021612334
507	0.3041792459	0.1473794012	0.907390895	0.5017934744
508	0.3041632111	0.1473256089	0.9067857309	0.5022884625
509	0.3041533027	0.1473256089	0.9066363077	0.5019928856
510	0.3041426858	0.1473614704	0.9068455002	0.5028265462
511	0.3041292712	0.147397332	0.9070803081	0.5031672478
512	0.3041265346	0.1474331936	0.9071326063	0.5032840861
513	0.3041026518	0.1474869859	0.9075833837	0.5040622028
514	0.30408686	0.1475407783	0.9078523456	0.5044136403
515	0.3040653134	0.1475049167	0.9079238552	0.5049579237
516	0.3040565866	0.1475228475	0.908237644	0.5049174917
517	0.3040407847	0.1475049167	0.9080927035	0.5051953216
518	0.304033849	0.1474869859	0.9079133956	0.505615444
519	0.3040255107	0.1475049167	0.9080927035	0.5058748178
520	0.3040058997	0.1475587091	0.9084580789	0.5065486984
521	0.3039914582	0.1475766399	0.9084879635	0.5068303819
522	0.3039764438	0.1476125015	0.9085882905	0.5070806065
523	0.3039763249	0.1476125015	0.9085882905	0.5070806065
524	0.303966249	0.1476125015	0.9087227714	0.5068602001
525	0.3039649385	0.1476125015	0.9087227714	0.5068111039
526	0.3039476446	0.1476125015	0.9086779445	0.5063681423
527	0.3039321075	0.1475587091	0.9083566845	0.5060298908
528	0.3039207924	0.1475766399	0.9083716268	0.5064860562
529	0.3039096681	0.1476125015	0.9084719539	0.5066945289
530	0.3039088947	0.1476125015	0.9084719539	0.5067034943
531	0.3038932673	0.1476125015	0.9084420692	0.5071026844
532	0.3038757887	0.1476125015	0.9082229152	0.5073939826
533	0.3038646849	0.1475945707	0.9081375305	0.5076050696
534	0.3038482154	0.1476842246	0.908491877	0.5074036862
535	0.3038404276	0.147738017	0.9086861272	0.507657848
536	0.3038260117	0.1477200862	0.9087693772	0.5074988995
537	0.3038131787	0.1477200862	0.908664781	0.507903617
538	0.303794395	0.1477021554	0.908619954	0.5092143028
539	0.3037848557	0.1477021554	0.908619954	0.5092738421
540	0.3037726915	0.1476842246	0.908575127	0.5097871108
541	0.3037706436	0.1476842246	0.908575127	0.5100879496
542	0.3037596595	0.1477200862	0.9088142042	0.5101908737
543	0.3037433538	0.1477021554	0.9086348963	0.5103408391
544	0.3037274623	0.147738017	0.9089935121	0.5103706599
545	0.3037165665	0.147738017	0.9089935121	0.5109307243
546	0.3037155937	0.147738017	0.9089935121	0.5109396897
547	0.3037002366	0.147738017	0.9090742006	0.5109654699
548	0.3036900297	0.1477200862	0.9087783426	0.5110559421
549	0.303681974	0.147738017	0.9088978812	0.5111831962
550	0.3036630875	0.1477200862	0.9086498387	0.511321951
551	0.3036492028	0.1477559478	0.908889912	0.5119910422
552	0.3036281485	0.1478456017	0.909391974	0.5124525085
553	0.3036113189	0.1478814633	0.9093307105	0.5126170306
554	0.3035957384	0.1479352556	0.9095996723	0.5127793457
555	0.3035866473	0.1479352556	0.9096803608	0.5132415285
556	0.3035762245	0.1478635325	0.9089631294	0.5134089181
557	0.3035555604	0.1478456017	0.9089840486	0.5137215969
558	0.3035529648	0.1478456017	0.9089840486	0.5138530538
559	0.3035361742	0.1478276709	0.90886451	0.5137569225
560	0.3035272451	0.1478276709	0.9088794524	0.5136254609
561	0.3035173754	0.1478097401	0.9088435908	0.513515553
562	0.3035000269	0.1478814633	0.909327722	0.5137228551
563	0.3034773622	0.1477738785	0.9085566982	0.5135470255
564	0.3034655683	0.1478993941	0.9091889719	0.514005131
565	0.3034484623	0.1478993941	0.9091949488	0.5141627008
566	0.3034318989	0.1479173248	0.9095685069	0.5146642897
567	0.3034202749	0.1478993941	0.909478853	0.5146092877
568	0.3034056287	0.1479352556	0.9094265548	0.5145748767
569	0.303386797	0.1478814633	0.909247247	0.5149516446
570	0.3033732247	0.147989048	0.910173671	0.5149524391
571	0.3033611178	0.1480249096	0.9106266368	0.5148275025
572	0.3033477562	0.1480069788	0.9106804292	0.5151452866
573	0.3033333126	0.1480966327	0.9111197334	0.5153871565
574	0.3033201949	0.1480607711	0.9109745794	0.5158701837
575	0.3033123952	0.1480069788	0.9105476559	0.5159526689
576	0.3033100302	0.147989048	0.910502829	0.5160192689
577	0.3032969764	0.1480428404	0.9109062717	0.5157562633
578	0.3032963663	0.147989048	0.9106373099	0.5157197969
579	0.3032817453	0.147989048	0.9103683481	0.5162182028
580	0.3032782539	0.1480069788	0.9105327136	0.5163264991
581	0.3032587509	0.1480966327	0.910876387	0.5172798608
582	0.3032482728	0.1481324943	0.9109767141	0.517837284
583	0.3032321462	0.1482221482	0.9117387725	0.5180958051
584	0.3032170223	0.1482759406	0.9118523342	0.5177895136
585	0.3031985739	0.1483118022	0.9121870422	0.5184706477
586	0.3031871681	0.1482580098	0.9117029109	0.5184112958
587	0.3031721018	0.1482938714	0.9118672765	0.518509914
588	0.3031609963	0.1483476637	0.9120689978	0.5185653713
589	0.3031383032	0.1484552485	0.9126666908	0.5190054962
590	0.3031244264	0.14849111	0.9127025523	0.5194643075
591	0.3031118269	0.1484731792	0.912642783	0.5194120308
592	0.3031105404	0.1484731792	0.912642783	0.5193487749
593	0.3031012748	0.1484731792	0.912732437	0.5197623104
594	0.3030974662	0.14849111	0.9129117448	0.5199761517
595	0.303076688	0.1485449024	0.9130312834	0.5197735954
596	0.3030625707	0.1485449024	0.9130761104	0.5205336238
597	0.3030484212	0.1485986948	0.9132703606	0.5202348936
598	0.3030349143	0.148580764	0.9133418703	0.5201090613
599	0.3030253329	0.1485628332	0.913282101	0.5203040433
600	0.3030138307	0.148580764	0.9133418703	0.5204369622
601	0.302998603	0.1485628332	0.913192447	0.5207348422
602	0.3029972405	0.1485449024	0.9130280815	0.5208422134
603	0.3029841821	0.14849111	0.9127531428	0.5214226871
604	0.3029692468	0.1484731792	0.9127531428	0.521270238
605	0.3029555043	0.1483835253	0.9120956806	0.5211745089
606	0.3029440193	0.1484552485	0.9125349849	0.5208534172
607	0.3029316504	0.14849111	0.9127053273	0.5214022724
608	0.3029191388	0.1485449024	0.9131685393	0.5217478563
609	0.3029024087	0.1485269716	0.9130101507	0.5215997032
610	0.3028895962	0.1486166255	0.9139113862	0.5220968556
611	0.3028805067	0.1486524871	0.9141960019	0.5223542747
612	0.3028726724	0.1486704179	0.9142216173	0.5227185412
613	0.3028565788	0.1486704179	0.9143753098	0.5228241218
614	0.3028422573	0.1487600718	0.914949095	0.5228961782
615	0.3028231234	0.1487242103	0.914749864	0.5230068788
616	0.3028098198	0.1487242103	0.9147996717	0.5228242702
617	0.3027974062	0.1487062795	0.9145645792	0.5227089572
618	0.3027842925	0.1486704179	0.9143942367	0.5229403153
619	0.3027775634	0.1487062795	0.9146589293	0.523138789
620	0.3027636794	0.148742141	0.9144098906	0.523619742
621	0.3027492677	0.1487600718	0.9145593138	0.5238207188
622	0.3027421379	0.1487600718	0.9145294292	0.5238310183
623	0.3027308823	0.1487242103	0.9143800059	0.5237673949
624	0.3027132396	0.1487062795	0.9142305827	0.523825332
625	0.30270598	0.1486883487	0.9142305827	0.5238853254
626	0.3026889057	0.1486345563	0.9139317363	0.523534367
627	0.3026816086	0.1486166255	0.9136627744	0.5234787958
628	0.3026598644	0.1486704179	0.913871967	0.5234525329
629	0.302649981	0.1487242103	0.9144397752	0.5235344562
630	0.30264314	0.1487062795	0.9144009252	0.5235872002
631	0.30262605	0.148742141	0.9143574566	0.5241314374
632	0.3026120527	0.1487062795	0.9141422872	0.5242157489
633	0.3025979112	0.1486883487	0.9141259864	0.5241896657
634	0.3025851375	0.1487959334	0.9146503261	0.5248115889
635	0.3025682015	0.1488138642	0.9150033142	0.5252037917
636	0.3025532796	0.148831795	0.9151868914	0.5257029111
637	0.3025371165	0.148831795	0.9151868914	0.5254617673
638	0.3025264734	0.1488497258	0.9152931953	0.5257048992
639	0.3025262849	0.1488497258	0.9152931953	0.5257048992
640	0.3025148095	0.148831795	0.9153380223	0.5260302386
641	0.302496846	0.1489214489	0.9156443399	0.5266319246
642	0.302481315	0.1488138642	0.9152230543	0.52604681
643	0.302473092	0.1487780026	0.9149540925	0.526107445
644	0.3024621699	0.1489035181	0.9157807477	0.5263223541
645	0.3024532034	0.1488138642	0.9152710011	0.5262154892
646	0.3024370162	0.1489035181	0.9159148793	0.5266473153
647	0.3024300535	0.1489035181	0.9157415484	0.5266852522
648	0.3024139746	0.1488855873	0.9155622405	0.5260915095
649	0.302403495	0.1488855873	0.915397875	0.5261106653
650	0.3023919887	0.1490648952	0.916670118	0.5265973516
651	0.3023770768	0.1490469644	0.9164669024	0.5266074507
652	0.3023668231	0.1490469644	0.9168404604	0.5263256458
653	0.3023565324	0.1491366184	0.9174936534	0.5265408401
654	0.3023389524	0.1491007568	0.9173186148	0.5266673115
655	0.3023225833	0.1491904107	0.9175783266	0.5269768109
656	0.3023075478	0.1492442031	0.9181999272	0.5266181162
657	0.3022978574	0.1493159262	0.9184076255	0.527051536
658	0.3022747966	0.1493517878	0.918436514	0.5270750239
659	0.3022565564	0.1493876494	0.9186516834	0.527664431
660	0.3022412298	0.1493876494	0.9189057029	0.5281220645
661	0.3022272359	0.1494593725	0.9194137419	0.5279979068
662	0.3022123719	0.1493876494	0.9190790338	0.5285840527
663	0.3021970884	0.1494773033	0.9192033999	0.5291625186
664	0.302191382	0.1494773033	0.9192825064	0.5293034603
665	0.3021863521	0.1494773033	0.9192227371	0.529494661
666	0.3021654144	0.1494593725	0.9192537711	0.5294996074
667	0.3021557199	0.1494414417	0.9191641172	0.5294702125
668	0.3021555121	0.1494414417	0.9191641172	0.5294702125
669	0.302134862	0.1494593725	0.9191865307	0.5300198706
670	0.3021304112	0.1494414417	0.9190968767	0.5299948861
671	0.3021169217	0.1494593725	0.9191616268	0.5305044727
672	0.3021042546	0.1494414417	0.9190122036	0.531339842
673	0.3020842289	0.1493876494	0.918777111	0.5308004387
674	0.3020716418	0.1494773033	0.9191745768	0.5317614975
675	0.3020540051	0.149423511	0.9188845425	0.5315895761
676	0.3020441083	0.1494414417	0.9191176427	0.5316620962
677	0.3020312293	0.1494414417	0.9190440805	0.5321888658
678	0.3020227429	0.1494593725	0.9190440805	0.5321081448
679	0.3020128704	0.1494414417	0.9188187963	0.5322039346
680	0.3020064593	0.1494414417	0.9189818034	0.5321371968
681	0.301997038	0.1493697186	0.9186555801	0.5322411503
682	0.3019833145	0.1493876494	0.9186961379	0.5326011844
683	0.3019733843	0.1493876494	0.9186961379	0.5328857467
684	0.3019686322	0.1493876494	0.9186961379	0.5331863009
685	0.3019533112	0.149423511	0.9189650997	0.5334528685
686	0.3019353041	0.149423511	0.9191131645	0.5341122139
687	0.3019254023	0.1494593725	0.9194717803	0.5343307098
688	0.3019093086	0.1494952341	0.9197676382	0.5345408129
689	0.3018945506	0.1494414417	0.9192297146	0.5345229025
690	0.3018846874	0.1494055802	0.9188710989	0.5348003138
691	0.3018712086	0.1494414417	0.9192297146	0.5348780494
692	0.3018662804	0.1494055802	0.9191251184	0.5348739794
693	0.3018538026	0.1494055802	0.9192147723	0.5345946114
694	0.3018478633	0.1494055802	0.9192820128	0.5345944809
695	0.301836293	0.149423511	0.9193641955	0.5350922631
696	0.3018199271	0.1494593725	0.919882196	0.5352855044
697	0.3018070321	0.1494593725	0.9196580612	0.5358079778
698	0.3017923109	0.1494593725	0.9196640381	0.5363612469
699	0.3017834078	0.1495490265	0.9203215003	0.5368136732
700	0.3017665574	0.1494055802	0.9193294659	0.5363645935
701	0.3017570704	0.1494055802	0.9191800427	0.5363856948
702	0.3017471627	0.1494055802	0.919284639	0.5365173355
703	0.3017347885	0.149423511	0.9196327951	0.5375282346
704	0.3017186887	0.149423511	0.9196467413	0.5380730519
705	0.301707314	0.1493697186	0.9192831447	0.5377894549
706	0.3016964598	0.1494414417	0.9194624526	0.5383537813
707	0.3016883497	0.1494773033	0.919806126	0.538537668
708	0.3016819717	0.1494773033	0.919806126	0.5384726748
709	0.3016675265	0.1494593725	0.9197862029	0.5389509805
710	0.3016594813	0.1494055802	0.9193080486	0.5391449636
711	0.3016486184	0.149423511	0.9194574718	0.5395791177
712	0.3016355717	0.1494593725	0.9197553221	0.5396091477
713	0.3016232657	0.1494952341	0.919850953	0.5397260962
714	0.3016172133	0.1495310957	0.9202185341	0.5397596246
715	0.3016036489	0.1494952341	0.9198748607	0.5401305247
716	0.3015920602	0.1495310957	0.9200452032	0.5407214498
717	0.301586932	0.1495310957	0.9200701071	0.5404275584
718	0.301575893	0.1495131649	0.9199057415	0.5404052783
719	0.3015685291	0.1494773033	0.9196367797	0.5401752792
720	0.3015532756	0.1494055802	0.9195560912	0.5404281043
721	0.3015323494	0.149423511	0.9195670489	0.540671741
722	0.3015231652	0.1494414417	0.9197463567	0.540932658
723	0.3015101669	0.1494414417	0.9196855913	0.5414030015
724	0.3014983862	0.1494952341	0.9202484188	0.5417836667
725	0.3014807917	0.1493876494	0.9196731394	0.5417132726
726	0.3014668169	0.1494414417	0.9197403798	0.5419583196
727	0.3014475981	0.1494414417	0.9196940586	0.5421066152
728	0.3014337453	0.149423511	0.9195894624	0.5422804027
729	0.3014293566	0.149423511	0.9195894624	0.5423581383
730	0.30142631	0.1494055802	0.9194101545	0.5423830422
731	0.3014131014	0.149423511	0.9194788892	0.5430563897
732	0.3013968437	0.1494055802	0.9194773949	0.5435619442
733	0.3013807426	0.1493517878	0.9188931501	0.5437048153
734	0.301373753	0.1493517878	0.9188931501	0.5436720727
735	0.3013590624	0.149333857	0.9186107402	0.5438415364
736	0.3013480523	0.1494055802	0.9188557943	0.5434703549
737	0.3013363923	0.1493517878	0.918564419	0.5434216429
738	0.3013264227	0.149333857	0.9185509709	0.5437154706
739	0.3013154005	0.1493876494	0.9190188015	0.5433317471
740	0.3013116438	0.1494414417	0.9193578564	0.5435655482
741	0.3013042767	0.149423511	0.9193354429	0.5432799379
742	0.3012971488	0.1494414417	0.9193802698	0.5437104547
743	0.301286478	0.149423511	0.919111308	0.5436568758
744	0.3012825778	0.1494414417	0.9192906159	0.5437199063
745	0.3012704761	0.1494055802	0.9191710773	0.5436375381
746	0.301254381	0.1494952341	0.9195595777	0.544374989
747	0.3012418596	0.1494952341	0.919471418	0.5444903105
748	0.3012299058	0.1494952341	0.9196507259	0.5442513685
749	0.301211997	0.1494773033	0.9197446491	0.5445942628
750	0.3012036882	0.1494952341	0.9197670625	0.5441802466
751	0.3011903069	0.1494952341	0.919647524	0.5440376506
752	0.3011840999	0.1494952341	0.919647524	0.5442059237
753	0.3011722986	0.1495131649	0.9199058127	0.5442276646
754	0.3011546119	0.1495310957	0.9202196015	0.5438060184
755	0.3011460375	0.1495490265	0.9202345438	0.544080274
756	0.3011271046	0.1495490265	0.9204050221	0.5447840622
757	0.3011121194	0.1494952341	0.9201644507	0.5450759059
758	0.3010911384	0.1495490265	0.9202451392	0.5459029895
759	0.3010791488	0.1495490265	0.9203945625	0.5459366536
760	0.3010673719	0.149584888	0.9205005171	0.5458479745
761	0.3010545404	0.1496207496	0.9205543095	0.5459784637
762	0.3010455663	0.1497462651	0.9212583063	0.5462733575
763	0.3010376186	0.1497821267	0.9213778449	0.5465295235
764	0.30103382	0.1497821267	0.9214674989	0.5464017158
765	0.3010206534	0.1497462651	0.9215330316	0.5463398985
766	0.30100788	0.1497641959	0.9214284354	0.5464750969
767	0.3009944097	0.1497462651	0.9216376279	0.5468094384
768	0.3009813141	0.1497821267	0.9215380124	0.5470857457
769	0.3009710987	0.1498000575	0.9218742146	0.5467821817
770	0.3009526956	0.1498359191	0.9221815284	0.5465723743
771	0.3009429411	0.1498717806	0.9225775	0.5470708686
772	0.3009313457	0.1498897114	0.9226372693	0.5470522002
773	0.3009187632	0.1499076422	0.9226386276	0.5470672896
774	0.3009082124	0.1498897114	0.9225489737	0.5475585006
775	0.3009033097	0.1498359191	0.9225489737	0.547722247
776	0.3008884857	0.1499076422	0.9225177307	0.5479536431
777	0.3008686157	0.1499076422	0.9226820962	0.547664068
778	0.3008555014	0.1499793654	0.9228896587	0.5476622322
779	0.3008387132	0.1500152269	0.9231781057	0.547857424
780	0.3008293063	0.1500152269	0.9231781057	0.5479902004
781	0.300823047	0.1500690193	0.9234620098	0.5480178128
782	0.3008142883	0.1500869501	0.9235217791	0.5483204613
783	0.3008080454	0.1501048809	0.9235666061	0.5485147115
784	0.3007982917	0.1500869501	0.9234171829	0.5490891074
785	0.3007922697	0.1501228117	0.92365626	0.5491120012
786	0.3007776324	0.1501228117	0.9237160293	0.5493282041
787	0.3007646658	0.1501407424	0.9238192672	0.5493903713
788	0.3007523141	0.1501228117	0.9237296132	0.5494043673
789	0.3007447301	0.1501407424	0.9239089211	0.5490727948
790	0.3007338806	0.1501586732	0.9239985751	0.5491356911
791	0.3007194486	0.1501048809	0.9233635263	0.5499017686
792	0.3007089928	0.1500869501	0.9231842185	0.5502221747
793	0.3006992913	0.1500869501	0.9231991608	0.5499997475
794	0.3006771696	0.1501228117	0.9235278919	0.5509138726
795	0.3006681286	0.1500869501	0.923393411	0.550717974
796	0.3006549422	0.1500510885	0.9232250608	0.5510626685
797	0.3006425256	0.1501407424	0.9237779268	0.5512658058
798	0.3006227409	0.1501586732	0.9240874463	0.5516594565
799	0.3006066875	0.1501586732	0.9240376386	0.5520926078
800	0.3005890875	0.150176604	0.9238372756	0.5525130641
801	0.3005805641	0.1501586732	0.9238073909	0.5524205818
802	0.3005656537	0.1501586732	0.9237668332	0.552854143
803	0.300564736	0.1501586732	0.9237668332	0.5528276534
804	0.3005559065	0.1501407424	0.9235875253	0.5538020555
805	0.3005429885	0.1502303964	0.9242375164	0.5534063031
806	0.3005358207	0.1501945348	0.9241030355	0.5536703579
807	0.3005261136	0.1503379811	0.9248440388	0.5542206469
808	0.3005193471	0.1502841887	0.9244256538	0.5541979796
809	0.3005142918	0.1503021195	0.9245153077	0.5543115412
810	0.3005022758	0.1503021195	0.9246484303	0.5543393446
811	0.3004902732	0.1503559119	0.9249760119	0.5544323621
812	0.3004762281	0.1503738427	0.9250058966	0.5545509994
813	0.3004695124	0.1503917735	0.9248727741	0.5547442345
814	0.3004574178	0.1503559119	0.9246771655	0.554295379
815	0.3004360231	0.1502483272	0.9241317707	0.5545404153
816	0.3004247323	0.1503200503	0.9244903865	0.5548904771
817	0.3004143029	0.1503379811	0.9245800404	0.555411395
818	0.30040858	0.1503738427	0.9248490022	0.5552718147
819	0.3003966121	0.1503738427	0.9249386561	0.5553462061
820	0.3003807302	0.1503021195	0.9244754441	0.555440408
821	0.3003683192	0.1503379811	0.9246457866	0.5554426908
822	0.3003564808	0.1503917735	0.9250940563	0.5556824439
823	0.3003417313	0.1504097043	0.9252135949	0.5556290062
824	0.3003317975	0.1504455658	0.9254078451	0.5558330199
825	0.3003127219	0.1504814274	0.9260202713	0.556627709
826	0.3002981215	0.1503738427	0.9256367517	0.5564746878
827	0.3002870795	0.1503917735	0.925651694	0.5565745452
828	0.3002788591	0.1503917735	0.9257054864	0.5562685003
829	0.3002606932	0.1504097043	0.925825025	0.5569602765
830	0.300244409	0.1504455658	0.9260491598	0.5568550683
831	0.3002280143	0.1504455658	0.9256905441	0.5574161842
832	0.3002180144	0.1504993582	0.9260399098	0.5570660761
833	0.3001997267	0.1504993582	0.9258381884	0.557593125
834	0.3001850463	0.1505352198	0.9258231103	0.5579289828
835	0.300168537	0.1506069429	0.9264955148	0.5585813235
836	0.3001595937	0.1506428045	0.9265566425	0.5585433201
837	0.3001527457	0.1506069429	0.9263610339	0.5586004815
838	0.3001399503	0.1506248737	0.9265566425	0.5586228308
839	0.3001272262	0.1506069429	0.9264669885	0.5587044799
840	0.3001171234	0.1506248737	0.9266911234	0.5588488796
841	0.3001063169	0.1506965969	0.9273187009	0.5595037447
842	0.3000997591	0.1506786661	0.9269451429	0.5593539683
843	0.3000879017	0.1507862508	0.927647432	0.5595762646
844	0.3000781752	0.1507862508	0.927647432	0.559141941
845	0.3000603336	0.1508400431	0.9279598624	0.5592753754
846	0.3000469742	0.1508759047	0.9279150354	0.5591788907
847	0.3000336273	0.1508759047	0.9279299778	0.5597272193
848	0.3000217157	0.1508759047	0.9278267399	0.5603892354
849	0.3000072336	0.1508938355	0.9279748047	0.560162743
850	0.2999912692	0.1509117663	0.9279811439	0.5598607871
851	0.2999803274	0.1509296971	0.9281604518	0.5601360389
852	0.2999684639	0.1509296971	0.9281156248	0.5601615466
853	0.2999570493	0.1508938355	0.9279648432	0.5599827581
854	0.2999439421	0.1508938355	0.9278901316	0.5602995591
855	0.2999270485	0.1509296971	0.9281092856	0.5610623172
856	0.2999140914	0.1508938355	0.9278403238	0.5613083734
857	0.2999069185	0.1508759047	0.9278702085	0.5614839682
858	0.2998912096	0.1508938355	0.9279598624	0.5616085469
859	0.2998757696	0.1508579739	0.9275922813	0.5621119536
860	0.2998649755	0.1508938355	0.9282049165	0.5621821376
861	0.299846468	0.151019351	0.9286143361	0.5633950136
862	0.2998334934	0.1509834894	0.9284888206	0.5634814988
863	0.2998162202	0.1510014202	0.9288922633	0.5637362856
864	0.2998015401	0.1509117663	0.9284738783	0.5637599188
865	0.29979361	0.1509296971	0.9286531862	0.5638450722
866	0.2997770836	0.1510372818	0.9293106484	0.564413136
867	0.2997582334	0.1510910742	0.9295796102	0.5648876787
868	0.2997498344	0.1510552126	0.9295988217	0.5652682205
869	0.2997301786	0.1510910742	0.929664568	0.565375204
870	0.2997243721	0.1510731434	0.9294852601	0.5653878872
871	0.2997091676	0.1510910742	0.9296005294	0.566283901
872	0.2997050934	0.1510910742	0.9297542219	0.566206297
873	0.2996898646	0.151019351	0.9293507792	0.5665990343
874	0.2996859853	0.1510014202	0.9292611252	0.5668085826
875	0.2996761655	0.1510014202	0.9290369904	0.5666627692
876	0.2996650822	0.151019351	0.9291714713	0.5663808277
877	0.2996507199	0.151109005	0.9297691642	0.56703253
878	0.2996383292	0.151109005	0.9297691642	0.5672322958
879	0.2996198932	0.1511986589	0.9301294877	0.5680234906
880	0.2996015113	0.1511807281	0.9299143182	0.5683832225
881	0.2995794169	0.151109005	0.9295599717	0.5683327066
882	0.2995719583	0.1511627973	0.9297947796	0.5683594215
883	0.299563375	0.1510910742	0.9293465099	0.5683917609
884	0.2995543534	0.1511448665	0.9297125969	0.5684738216
885	0.2995424476	0.151109005	0.9293988081	0.5687237782
886	0.2995300788	0.151109005	0.9292717983	0.5686156598
887	0.2995151173	0.1511627973	0.9295631736	0.5690563728
888	0.2995073917	0.1511627973	0.9295034043	0.5690036299
889	0.2994990156	0.1511627973	0.9296229429	0.5690570689
890	0.2994855782	0.1511986589	0.9297275392	0.5690212547
891	0.2994708318	0.151270382	0.9302505205	0.569279164
892	0.2994631882	0.151270382	0.9300861549	0.5693513615
893	0.2994515259	0.1511986589	0.9296602987	0.5694819289
894	0.2994390614	0.1511807281	0.9293913369	0.569530463
895	0.2994256296	0.1511448665	0.9289878942	0.5691879492
896	0.2994118972	0.1511269357	0.9287278978	0.5694680051
897	0.29940121	0.1511807281	0.9291462828	0.569981268
898	0.299398589	0.1511627973	0.928966975	0.5699534254
899	0.2993858459	0.1511807281	0.9291701905	0.5699835046
900	0.2993707529	0.1512165897	0.9294391523	0.5703303562
901	0.2993601785	0.1512345205	0.9296109891	0.570266715
902	0.299347355	0.1512165897	0.9295063928	0.5707086923
903	0.2993315771	0.1512345205	0.9293793831	0.5708418746
904	0.2993232883	0.151270382	0.9295945525	0.5710265698
905	0.2993120156	0.1512883128	0.9299979952	0.5715082996
906	0.2992997323	0.1512524513	0.929887422	0.5713814002
907	0.2992850657	0.1512524513	0.9297230565	0.5714502001
908	0.2992693769	0.1512524513	0.9297230565	0.5717411781
909	0.2992570617	0.1511986589	0.9296302006	0.5718022815
910	0.2992454628	0.1511627973	0.9291819309	0.5727340362
911	0.2992354063	0.1511448665	0.929092277	0.5727915641
912	0.2992278387	0.1511807281	0.9293612388	0.57252246
913	0.2992234411	0.1511807281	0.9292192867	0.5724403543
914	0.2992094258	0.1512345205	0.9293046714	0.5731225603
915	0.2991907321	0.1512883128	0.9296991488	0.5734094566
916	0.2991751904	0.151270382	0.9297738604	0.573398609
917	0.2991651531	0.1512524513	0.9296842064	0.5732574634
918	0.2991552353	0.151270382	0.9297439757	0.5732017168
919	0.2991417464	0.151270382	0.9296094948	0.5738129112
920	0.299132964	0.1512524513	0.9295870813	0.5745209697
921	0.2991213247	0.1513062436	0.9299681106	0.574513208
922	0.2991070195	0.151270382	0.9296824987	0.5746423275
923	0.2990860311	0.1514138283	0.9303175475	0.5757005497
924	0.2990771705	0.1514317591	0.9303100763	0.5759256738
925	0.2990643814	0.1514676207	0.9305640958	0.5760216485
926	0.2990536205	0.1514676207	0.9305640958	0.5764279552
927	0.2990399145	0.1514676207	0.9307434037	0.5767907216
928	0.2990249243	0.1514855515	0.9309824808	0.5767206824
929	0.2990154325	0.1514855515	0.9308629422	0.5765361566
930	0.299003974	0.1514496899	0.9309152404	0.576574237
931	0.2989881456	0.1514855515	0.9312997561	0.5769550735
932	0.2989776604	0.1514676207	0.9312549292	0.5767965236
933	0.2989651014	0.1514496899	0.931054702	0.5768782273
934	0.2989643305	0.1514676207	0.9312340099	0.5769098196
935	0.2989500838	0.1515214131	0.9316577315	0.5769225453
936	0.2989417941	0.1515572746	0.9319266933	0.5768410385
937	0.2989284135	0.1515931362	0.9318238047	0.5772204805
938	0.2989152045	0.1516289978	0.9320581857	0.5774165634
939	0.2989109339	0.151611067	0.9318788779	0.5774322884
940	0.2988934145	0.1516289978	0.9319535895	0.5778959907
941	0.2988863363	0.1516648594	0.9323122052	0.5778842147
