iter	RMSE	AverageGain:top=10
880	0.1312438062	0.4842938212
881	0.1312064727	0.4844747361
882	0.1311563485	0.4839916952
883	0.1311214345	0.4834484551
884	0.1310706278	0.4834484551
885	0.1310292915	0.483902687
886	0.1310048654	0.4836026598
887	0.1309810858	0.4831484279
888	0.1309594695	0.4831484279
889	0.1308987131	0.484061757
890	0.1308488279	0.4849592546
891	0.1307995236	0.4850482628
892	0.1307570826	0.4855024947
893	0.1307201679	0.4855024947
894	0.1306942971	0.4855024947
895	0.1306638886	0.4855024947
896	0.1306243201	0.4855024947
897	0.130572891	0.485020672
898	0.1305059836	0.4840793196
899	0.1304786497	0.4845664401
900	0.1304266856	0.485489761
901	0.130386264	0.4845903837
902	0.1303479366	0.4846380628
903	0.1302684428	0.4850922947
904	0.1302423871	0.4850922947
905	0.1302237305	0.4852565043
906	0.1301888381	0.4852565043
907	0.1301318647	0.4850922947
908	0.1300963494	0.4850922947
909	0.1300865163	0.4850922947
910	0.1300292501	0.4855613837
911	0.1299894339	0.4859402782
912	0.1299300874	0.4859583097
913	0.1298770591	0.4864273987
914	0.1298125305	0.4865257661
915	0.1297730158	0.4867404511
916	0.129739856	0.4867404511
917	0.1296805893	0.4867404511
918	0.129648638	0.4867404511
919	0.1295881122	0.4867404511
920	0.1295510749	0.4867629914
921	0.1295323443	0.4867629914
922	0.129492898	0.4867342049
923	0.1294606581	0.4867342049
924	0.129403167	0.4867342049
925	0.1293482931	0.4867567452
926	0.1293057881	0.4867567452
927	0.1292508651	0.4871829536
928	0.1292303125	0.4875913497
929	0.1291940129	0.487167031
930	0.1291554085	0.487167031
931	0.1291040063	0.4865539515
932	0.1290551369	0.4865539515
933	0.128994372	0.4859064008
934	0.1289528952	0.4872550943
935	0.1289260305	0.4875681466
936	0.1288663152	0.4877476195
937	0.1288375677	0.4874345671
938	0.1288055991	0.4874345671
939	0.1287775691	0.4874201328
940	0.1287495416	0.4874201328
941	0.1287196209	0.4874201328
942	0.1286966653	0.4874201328
943	0.1286723799	0.4873961892
944	0.1286625825	0.4874344974
945	0.1286392011	0.487458441
946	0.1285950553	0.4874847812
947	0.1285446746	0.4888626551
948	0.1285049219	0.4880210518
949	0.1284859744	0.4880210518
950	0.1284570185	0.4883212685
951	0.1283975024	0.4881859351
952	0.1283646571	0.4881859351
953	0.1283385131	0.4877168461
954	0.1283208581	0.4881859351
955	0.1282655071	0.4881859351
956	0.1281991009	0.4873425187
957	0.128172092	0.4873425187
958	0.1281191296	0.4871673638
959	0.1280877401	0.4871673638
960	0.1280757194	0.4876544843
961	0.1280474968	0.4876544843
962	0.128011947	0.4879547011
963	0.1279731754	0.4879547011
964	0.1279159523	0.4879307575
965	0.1278727903	0.4879307575
966	0.1278167887	0.4879816304
967	0.1277824927	0.4879816304
968	0.1277575538	0.4879816304
969	0.1277132331	0.4884458142
970	0.1276588913	0.4887399746
971	0.127649351	0.4887399746
972	0.1276090505	0.4887639183
973	0.1275757128	0.4887639183
974	0.1275212799	0.4887639183
975	0.1274931202	0.4887413779
976	0.1274514728	0.4887413779
977	0.1274179875	0.4887639183
978	0.1274062518	0.4887639183
979	0.1273728823	0.4887639183
980	0.1273319266	0.4887413779
981	0.1272863031	0.4887639183
982	0.127253354	0.4887639183
983	0.127218234	0.4887639183
984	0.1271884992	0.4884138912
985	0.1271246944	0.4889133956
986	0.1270806824	0.4887564632
987	0.127028254	0.4887564632
988	0.1269904989	0.4886083891
989	0.1269596853	0.4891064903
990	0.1269311147	0.4891064903
991	0.1268823106	0.4891064903
992	0.1268340471	0.489510828
993	0.126787939	0.4895670812
994	0.1267500133	0.4892170541
995	0.1266905038	0.4890689799
996	0.126671718	0.4890689799
997	0.1266202518	0.489018107
998	0.1265889016	0.4899696484
999	0.1265566508	0.4900205213
1000	0.1265082777	0.4904462928
1001	0.1264626483	0.4894947514
1002	0.126426043	0.4894947514
1003	0.1263784245	0.4894947514
1004	0.1263354264	0.489472211
1005	0.1262928833	0.489472211
1006	0.1262379826	0.489472211
1007	0.1261816655	0.4896742243
1008	0.1261452425	0.4896742243
1009	0.1261024414	0.4894947514
1010	0.1260576267	0.489828291
1011	0.1260359393	0.489828291
1012	0.1260199093	0.489828291
1013	0.125986904	0.489828291
1014	0.1259635554	0.489828291
1015	0.1259411682	0.4897543066
1016	0.125882371	0.4901800781
1017	0.1258518925	0.4901800781
1018	0.1258227276	0.4901800781
1019	0.1257909503	0.4901800781
1020	0.1257510817	0.4901800781
1021	0.1257242413	0.4901800781
1022	0.1257046715	0.4901800781
1023	0.1256742122	0.4901800781
1024	0.1256204975	0.4901800781
1025	0.1255893817	0.4901800781
1026	0.1255681263	0.4901800781
1027	0.1255328966	0.4901800781
1028	0.1254907442	0.4904480145
1029	0.1254674972	0.4904480145
1030	0.1254109619	0.4904480145
1031	0.1253690713	0.4904480145
1032	0.1253261555	0.4904480145
1033	0.1252983623	0.4904480145
1034	0.1252548371	0.4904480145
1035	0.1252126324	0.4906885804
1036	0.1251806521	0.4906885804
1037	0.1251304677	0.4908348946
1038	0.125098074	0.4908123542
1039	0.1250703136	0.4911547666
1040	0.1250125207	0.4916018939
1041	0.1249841629	0.4916018939
1042	0.1249485964	0.4916244343
1043	0.1249158887	0.4919762213
1044	0.1248698837	0.4916753073
1045	0.1248296083	0.4916753073
1046	0.124809877	0.4916753073
1047	0.1247827193	0.49122818
1048	0.124758418	0.49122818
1049	0.1247182746	0.49122818
1050	0.1246865605	0.4910818658
1051	0.1246588842	0.4910818658
1052	0.1246258388	0.4910818658
1053	0.12460109	0.4915509547
1054	0.1245683672	0.4925024962
1055	0.1245311216	0.4926491618
1056	0.1245039896	0.4926491618
1057	0.1244627835	0.4920334072
1058	0.1244243307	0.4923156221
1059	0.1244160903	0.4923156221
1060	0.12439711	0.4921689565
1061	0.1243664553	0.4921689565
1062	0.1243445337	0.4923484294
1063	0.1243052413	0.492681969
1064	0.1242469853	0.4931014012
1065	0.1242190835	0.4934349408
1066	0.1241914587	0.4934349408
1067	0.1241516675	0.4931014012
1068	0.1240952826	0.4935832239
1069	0.124060665	0.4939167635
1070	0.1240335497	0.4939167635
1071	0.1240053551	0.4939167635
1072	0.12397246	0.49418797
1073	0.1239544001	0.4938455576
1074	0.1239127068	0.4938455576
1075	0.1238683952	0.49418797
1076	0.1238437422	0.49418797
1077	0.1238077801	0.49418797
1078	0.1237673442	0.49418797
1079	0.1237329814	0.49418797
1080	0.1236936417	0.49418797
1081	0.1236597692	0.49418797
1082	0.1236308882	0.49418797
1083	0.1235789553	0.49418797
1084	0.1235606332	0.49418797
1085	0.1235336867	0.49418797
1086	0.123490805	0.49418797
1087	0.1234619288	0.4945397571
1088	0.1234256792	0.4945397571
1089	0.1233866845	0.4945397571
1090	0.1233256805	0.4946385354
1091	0.1233059297	0.4946385354
1092	0.1232331928	0.4947315035
1093	0.1232044446	0.4952005924
1094	0.123139169	0.4952005924
1095	0.1230903775	0.4952005924
1096	0.1230285398	0.4952005924
1097	0.1229926331	0.4952005924
1098	0.1229690725	0.4952005924
1099	0.1229552964	0.4952005924
1100	0.1229096723	0.4952005924
1101	0.1228661925	0.4952005924
1102	0.1228174937	0.4952005924
1103	0.1227854247	0.4952005924
1104	0.1227344341	0.4952005924
1105	0.122718203	0.4954192199
1106	0.1226677777	0.4954192199
1107	0.1226154947	0.495849542
1108	0.1225906755	0.4955160024
1109	0.1225350328	0.4958946228
1110	0.1225086909	0.4956759953
1111	0.1224566764	0.4956534549
1112	0.1223967124	0.4958720824
1113	0.1223756656	0.4958720824
1114	0.1223510338	0.4958720824
1115	0.1223374194	0.4958720824
1116	0.1223041222	0.4958720824
1117	0.1222779134	0.4959138295
1118	0.1222484506	0.4958720824
1119	0.1222153488	0.4958720824
1120	0.1221907329	0.4958270016
1121	0.1221699088	0.4958687487
1122	0.1221032182	0.4958687487
1123	0.1220626401	0.4956501213
1124	0.1220185055	0.4956501213
1125	0.1220012797	0.4956501213
1126	0.1219521826	0.4956501213
1127	0.1219049678	0.4956501213
1128	0.1218539356	0.4956534549
1129	0.1218213811	0.4957785168
1130	0.1217617449	0.4957785168
1131	0.1217364649	0.4956534549
1132	0.1216999154	0.4957785168
1133	0.1216777083	0.495820264
1134	0.1216348248	0.495820264
1135	0.1216135851	0.495820264
1136	0.1215947667	0.495820264
1137	0.12155731	0.4962673912
1138	0.121499502	0.4962673912
1139	0.1214729339	0.4964945072
1140	0.1214449694	0.4964945072
1141	0.1213954585	0.4964945072
1142	0.1213687124	0.4964945072
1143	0.1213416212	0.495820264
1144	0.1213079645	0.4962673912
1145	0.121272016	0.4962673912
1146	0.121212058	0.4960473799
1147	0.1211716253	0.4960473799
1148	0.1211385542	0.4960473799
1149	0.121093555	0.4964945072
1150	0.1210549293	0.496472922
1151	0.1210327024	0.496245806
1152	0.1210008122	0.4964489783
1153	0.1209612913	0.4964427321
1154	0.1209465416	0.4966613596
1155	0.1209006864	0.4966613596
1156	0.1208709258	0.496689191
1157	0.1208248552	0.4966954372
1158	0.1207943778	0.4964404898
1159	0.1207405582	0.4966676058
1160	0.1207107469	0.4966676058
1161	0.1206562447	0.4966676058
1162	0.1206141088	0.4966676058
1163	0.1205937596	0.4966676058
1164	0.1205764539	0.4966676058
1165	0.1205484245	0.4966676058
1166	0.1205322536	0.4966676058
1167	0.1205088906	0.4964404898
1168	0.1204795577	0.4964404898
1169	0.1204539683	0.4966676058
1170	0.1204126807	0.4966676058
1171	0.1203995511	0.4966676058
1172	0.1203591012	0.49693698
1173	0.1203369153	0.4967954569
1174	0.1203076507	0.4970465165
1175	0.1202639875	0.4970225729
1176	0.1202414073	0.49693698
1177	0.120213049	0.4973033361
1178	0.1201902901	0.4973033361
1179	0.1201655466	0.4972524631
1180	0.1201273749	0.4972285195
1181	0.1200915675	0.4979212297
1182	0.1200698418	0.4979212297
1183	0.1200315494	0.4979212297
1184	0.1200026628	0.4979212297
1185	0.119964253	0.4975788172
1186	0.1199136906	0.4975788172
1187	0.1198812618	0.4975788172
1188	0.1198418498	0.4977582901
1189	0.119797476	0.4978847896
1190	0.1197550224	0.4978847896
1191	0.1197382029	0.4978847896
1192	0.1196840429	0.4972617999
1193	0.1196499587	0.4972617999
1194	0.1196297042	0.4975311741
1195	0.1196047252	0.4975311741
1196	0.1195650008	0.4977582901
1197	0.1195365151	0.4981007025
1198	0.1195004879	0.4981007025
1199	0.119464794	0.4981007025
1200	0.1194444085	0.4981007025
1201	0.119416167	0.4981007025
1202	0.1193873999	0.4981069487
1203	0.1193634764	0.4982334483
1204	0.1193399716	0.4978910358
1205	0.1193058978	0.4978910358
1206	0.1192944454	0.4978910358
1207	0.1192597075	0.4977645363
1208	0.1192320234	0.4977645363
1209	0.119198668	0.4977645363
1210	0.119145158	0.4975850634
1211	0.1191208725	0.4975850634
1212	0.1190985254	0.4975850634
1213	0.1190672168	0.4975850634
1214	0.1190298329	0.4979274759
1215	0.119006596	0.4979274759
1216	0.1189863253	0.4979274759
1217	0.1189582177	0.4979274759
1218	0.1189173103	0.4979274759
1219	0.1188937436	0.4979274759
1220	0.1188780328	0.4979274759
1221	0.1188169428	0.4979274759
1222	0.1187713113	0.4979274759
1223	0.1187515483	0.4979274759
1224	0.118721028	0.4979274759
1225	0.1186768313	0.4979274759
1226	0.1186296641	0.4979274759
1227	0.1185869309	0.4979274759
1228	0.1185803686	0.4979274759
1229	0.1185591674	0.4979212297
1230	0.1185405849	0.4979212297
1231	0.1185048567	0.4979212297
1232	0.1184771029	0.4981007025
1233	0.1184510678	0.4981007025
1234	0.1184141405	0.4981007025
1235	0.1183544015	0.4981007025
1236	0.1183122757	0.4981007025
1237	0.1182890315	0.4981007025
1238	0.118252315	0.4978735866
1239	0.1182259687	0.4978318394
1240	0.1181808044	0.4980589554
1241	0.1181303463	0.4980589554
1242	0.1181007257	0.4980589554
1243	0.118073923	0.4980589554
1244	0.1180471587	0.4981007025
1245	0.1179928688	0.4981007025
1246	0.1179614247	0.4981007025
1247	0.1179184991	0.4981007025
1248	0.1178867783	0.4980589554
1249	0.1178520353	0.4981007025
1250	0.1178118512	0.4980767589
1251	0.1177985554	0.4980767589
1252	0.1177759471	0.4980767589
1253	0.1177618625	0.4980767589
1254	0.1177205069	0.4980350118
1255	0.117681471	0.4980350118
1256	0.1176392944	0.4980350118
1257	0.1176104125	0.4980350118
1258	0.1175917464	0.4980350118
1259	0.1175628716	0.4980350118
1260	0.1175060837	0.4976925993
1261	0.1174566021	0.4976988455
1262	0.1174250202	0.4976988455
1263	0.1173998999	0.4976988455
1264	0.1173673456	0.4976988455
1265	0.1173214463	0.4976988455
1266	0.1172884863	0.4976988455
1267	0.1172624293	0.498041258
1268	0.1172417816	0.4980652016
1269	0.1172167449	0.4980652016
1270	0.1171734239	0.4981917011
1271	0.1171572581	0.4981917011
1272	0.1171438296	0.4981677575
1273	0.1171235075	0.4981677575
1274	0.1170825933	0.4981615113
1275	0.1170212341	0.4981854549
1276	0.1169922521	0.4981854549
1277	0.1169601475	0.4981040362
1278	0.1169414084	0.4981040362
1279	0.1169131999	0.4981040362
1280	0.116897449	0.4981040362
1281	0.1168488874	0.4981040362
1282	0.1168092777	0.4982305357
1283	0.1167648478	0.4982305357
1284	0.1167141602	0.4982305357
1285	0.1167073303	0.4982305357
1286	0.1166819983	0.4981854549
1287	0.1166413136	0.4984566615
1288	0.1166023503	0.4984566615
1289	0.1165891367	0.4984566615
1290	0.1165588316	0.4984566615
1291	0.1165443493	0.4987902011
1292	0.1165340349	0.4988319483
1293	0.1164876992	0.4987902011
1294	0.1164586839	0.498969674
1295	0.1164408368	0.498969674
1296	0.1163876376	0.498969674
1297	0.1163820036	0.498969674
1298	0.1163422395	0.498969674
1299	0.1163252851	0.498969674
1300	0.1162798323	0.498969674
1301	0.116246304	0.4989457303
1302	0.1162269815	0.4989457303
1303	0.1162011179	0.498969674
1304	0.1161740862	0.4990114211
1305	0.1161619738	0.4990114211
1306	0.1161212317	0.4990339615
1307	0.1160763336	0.4989975054
1308	0.1160549007	0.4989975054
1309	0.1160430873	0.4989975054
1310	0.1160229775	0.4994462542
1311	0.1159859535	0.4994971271
1312	0.1159437048	0.4994971271
1313	0.1159209309	0.4994462542
1314	0.1158848817	0.4994687946
1315	0.1158846062	0.4994687946
1316	0.1158535663	0.4994090293
1317	0.1158391328	0.4994315697
1318	0.1158234201	0.4994315697
1319	0.1158025708	0.4994315697
1320	0.1157580535	0.4994090293
1321	0.1157258894	0.4994090293
1322	0.1156831223	0.4996580799
1323	0.1156560204	0.4996580799
1324	0.115606567	0.4997401847
1325	0.1155545473	0.4997401847
1326	0.1155223033	0.4997401847
1327	0.1154959409	0.4997401847
1328	0.1154665482	0.5002138884
1329	0.1154322816	0.5002138884
1330	0.1154128403	0.5002138884
1331	0.1153738142	0.5001408632
1332	0.1153460935	0.5001408632
1333	0.1153044108	0.5004102374
1334	0.1152887379	0.5005993391
1335	0.1152535565	0.5004120698
1336	0.1152321365	0.5006814439
1337	0.1152004843	0.5006814439
1338	0.1151741759	0.5006814439
1339	0.1151373195	0.5006814439
1340	0.1151017936	0.5002326951
1341	0.1150739006	0.5002326951
1342	0.1150426892	0.5002326951
1343	0.1149916394	0.5002326951
1344	0.1149606145	0.4999614886
1345	0.1149410849	0.4999614886
1346	0.1149227127	0.4999336572
1347	0.1148681856	0.4999614886
1348	0.1148494574	0.4999614886
1349	0.1148035095	0.4999336572
1350	0.1147586805	0.4999336572
1351	0.1147258259	0.4999336572
1352	0.1147024663	0.5004679988
1353	0.1146693593	0.5003824059
1354	0.1146470323	0.5003824059
1355	0.1146145416	0.5003824059
1356	0.1145853786	0.4999336572
1357	0.114557743	0.4995744939
1358	0.114523442	0.4993654735
1359	0.1144891298	0.4993376421
1360	0.114454981	0.4992867691
1361	0.1143980303	0.4997129775
1362	0.1143642486	0.4999845976
1363	0.1143527448	0.4999845976
1364	0.114330531	0.500007138
1365	0.1143034003	0.4997355179
1366	0.1142655709	0.4997355179
1367	0.1142418863	0.4997355179
1368	0.1141979037	0.4997355179
1369	0.1141742718	0.4997129775
1370	0.1141390072	0.4997129775
1371	0.114109476	0.4997633493
1372	0.1140764988	0.5002275331
1373	0.1140645818	0.5002275331
1374	0.1140375095	0.500774848
1375	0.1140034686	0.5003106642
1376	0.1139708496	0.5003106642
1377	0.1139306852	0.5007726349
1378	0.1138853444	0.5009869463
1379	0.113847386	0.5012581529
1380	0.1138233251	0.5014205126
1381	0.1138018001	0.5011597171
1382	0.1137780408	0.501396569
1383	0.113741346	0.5014191094
1384	0.1137239978	0.5014191094
1385	0.1136965678	0.5014191094
1386	0.113674659	0.5014191094
1387	0.1136446414	0.5019072368
1388	0.1136135963	0.5019072368
1389	0.1135869747	0.5014438629
1390	0.1135587981	0.5014199192
1391	0.113530398	0.5011505451
1392	0.1134920181	0.5014199192
1393	0.1134702811	0.5014424596
1394	0.1134337037	0.501791361
1395	0.1134211006	0.501791361
1396	0.1133789885	0.5013858677
1397	0.1133468795	0.5014004928
1398	0.1132924515	0.5013147809
1399	0.1132616832	0.5013147809
1400	0.1132443702	0.5013147809
1401	0.1132268377	0.5012922405
1402	0.1132039161	0.5008288666
1403	0.1131577039	0.5009672827
1404	0.1131235435	0.5009672827
1405	0.1130800903	0.5010690286
1406	0.1130558805	0.5010690286
1407	0.113036397	0.501177281
1408	0.1129906685	0.5011547406
1409	0.1129655824	0.5011547406
1410	0.112940154	0.501182572
1411	0.1129027261	0.5014631404
1412	0.1128560859	0.5014631404
1413	0.1128440963	0.5020155969
1414	0.1128174974	0.5020155969
1415	0.112780449	0.5024643456
1416	0.1127528147	0.5024643456
1417	0.1127380545	0.5024643456
1418	0.1127036933	0.5024643456
1419	0.1126697378	0.5024643456
1420	0.1126573057	0.5024643456
1421	0.1126507793	0.502486886
1422	0.112625098	0.5024643456
1423	0.1126051768	0.5024643456
1424	0.1125820066	0.5024643456
1425	0.1125304558	0.5024643456
1426	0.1125019081	0.5024643456
1427	0.1124826195	0.502486886
1428	0.1124606193	0.502486886
1429	0.1124271784	0.5021784863
1430	0.1124070178	0.5021784863
1431	0.1123819555	0.5021559459
1432	0.1123337193	0.5026193197
1433	0.1123009672	0.5026193197
1434	0.1122860966	0.5027049126
1435	0.1122584531	0.5027049126
1436	0.1122163959	0.5027049126
1437	0.112186162	0.5027049126
1438	0.1121568928	0.5023846655
1439	0.112130354	0.5026930653
1440	0.1121078697	0.5026930653
1441	0.112084773	0.5026930653
1442	0.1120702725	0.5026930653
1443	0.1120375058	0.5026930653
1444	0.1120151288	0.5026930653
1445	0.1119826518	0.5026930653
1446	0.1119561458	0.5026930653
1447	0.111911189	0.5026930653
1448	0.1118743831	0.5026930653
1449	0.1118463578	0.502984718
1450	0.11180048	0.502984718
1451	0.1117699227	0.502984718
1452	0.1117587109	0.502984718
1453	0.1117122201	0.502984718
1454	0.1116630532	0.502984718
1455	0.1116333912	0.502984718
1456	0.1116005228	0.502984718
1457	0.1115850693	0.502984718
1458	0.1115486697	0.5029116928
1459	0.1115116335	0.5029116928
1460	0.1114927348	0.5029395242
1461	0.1114563057	0.5029395242
1462	0.1114181659	0.5029395242
1463	0.1113805285	0.5029395242
1464	0.1113400896	0.5029395242
1465	0.1113216107	0.5029395242
1466	0.111284578	0.5027587119
1467	0.1112704339	0.5027587119
1468	0.1112341674	0.5030280861
1469	0.1112059864	0.5033704985
1470	0.1111627904	0.5032847865
1471	0.1111309882	0.5032847865
1472	0.1110972373	0.5032847865
1473	0.1110709695	0.5032847865
1474	0.1110286485	0.5033704985
1475	0.1110172384	0.5033704985
1476	0.110996429	0.5033704985
1477	0.1109765753	0.5033704985
1478	0.1109437293	0.5033704985
1479	0.1109121703	0.5033704985
1480	0.110890514	0.5033704985
1481	0.1108703856	0.5033704985
1482	0.1108509989	0.5038192473
1483	0.1108159078	0.5038192473
1484	0.1107913811	0.5036808312
1485	0.1107620109	0.5036808312
1486	0.1107365334	0.5035951192
1487	0.1107102785	0.5035951192
1488	0.1106670314	0.5035951192
1489	0.110649088	0.5035951192
1490	0.1105979711	0.5035951192
1491	0.1105835842	0.5035951192
1492	0.1105346134	0.5033764917
1493	0.1104928368	0.5033764917
1494	0.1104535512	0.5035149078
1495	0.1104114422	0.5033764917
1496	0.1103838651	0.5033764917
1497	0.1103680351	0.5036036077
1498	0.1103236737	0.5036036077
1499	0.110303069	0.5036544806
1500	0.1102720191	0.5037928967
1501	0.1102267876	0.5037928967
1502	0.1101983913	0.5037928967
1503	0.1101689463	0.5037928967
1504	0.1101405934	0.5037928967
1505	0.1101147914	0.5035657808
1506	0.1100957718	0.5035657808
1507	0.1100591923	0.5035657808
1508	0.1100373878	0.5035657808
1509	0.1100017887	0.5035657808
1510	0.1099814093	0.5035657808
1511	0.109963851	0.5037928967
1512	0.109918635	0.5035657808
1513	0.1099021541	0.5035657808
1514	0.1098633222	0.5035657808
1515	0.1098216139	0.503767269
1516	0.1097689102	0.503767269
1517	0.1097448041	0.503767269
1518	0.1097174661	0.503767269
1519	0.1096722897	0.503767269
1520	0.1096477807	0.503767269
1521	0.1095995877	0.503767269
1522	0.1095658188	0.503767269
1523	0.1095385844	0.503767269
1524	0.1095134053	0.503767269
1525	0.1094877107	0.5039467419
1526	0.1094456997	0.5039467419
1527	0.1094143905	0.5038083257
1528	0.1093874557	0.5039467419
1529	0.1093728472	0.5038083257
1530	0.1093400935	0.5038083257
1531	0.1093309734	0.5038083257
1532	0.1092982351	0.5038083257
1533	0.1092815652	0.5038083257
1534	0.1092475158	0.5039467419
1535	0.109208197	0.5039467419
1536	0.1091969215	0.5038958689
1537	0.1091727013	0.5044365089
1538	0.1091403622	0.5044365089
1539	0.1091127131	0.5045121355
1540	0.1090818404	0.5045538826
1541	0.1090550209	0.5044000375
1542	0.1090369612	0.5042735379
1543	0.108995685	0.5043582904
1544	0.1089776111	0.5044847899
1545	0.108937815	0.5045356629
1546	0.1089149438	0.5043972467
1547	0.108883949	0.5044389939
1548	0.1088755436	0.5044389939
1549	0.1088542761	0.5045356629
1550	0.1088149463	0.5043972467
1551	0.1087894305	0.5042505811
1552	0.1087546055	0.5043972467
1553	0.1087269542	0.5045356629
1554	0.1087151908	0.5045356629
1555	0.108691297	0.5043889973
1556	0.1086687882	0.5043889973
1557	0.1086388042	0.5043889973
1558	0.1086113337	0.5043889973
1559	0.1085894623	0.5043889973
1560	0.1085694385	0.5043889973
1561	0.1085454867	0.5043889973
1562	0.1085227199	0.5043889973
1563	0.1085006374	0.5043889973
1564	0.1084860206	0.5043889973
1565	0.1084659053	0.5043889973
1566	0.1084351841	0.5043889973
1567	0.1084073554	0.5043889973
1568	0.1083853155	0.5042505811
1569	0.1083608648	0.5042505811
1570	0.1083519907	0.5042505811
1571	0.1083045402	0.5042505811
1572	0.1082801714	0.5042505811
1573	0.1082499507	0.5042505811
1574	0.1082287644	0.5042505811
1575	0.1082109814	0.5042505811
1576	0.1081666524	0.5040234652
1577	0.1081255261	0.5042505811
1578	0.1080982836	0.5042505811
1579	0.1080431258	0.5040234652
1580	0.1080256782	0.5040234652
1581	0.1080121486	0.5040234652
1582	0.1079843434	0.5042505811
1583	0.107981824	0.5042505811
1584	0.1079428467	0.5040234652
1585	0.1079341933	0.5040234652
1586	0.107909533	0.5040234652
1587	0.1079090365	0.5040234652
1588	0.1078825252	0.5040234652
1589	0.1078443111	0.5040234652
1590	0.107813788	0.5040234652
1591	0.107799931	0.5040234652
1592	0.1077900197	0.5040234652
1593	0.1077719249	0.5040234652
1594	0.1077611493	0.5040234652
1595	0.1077331711	0.5040234652
1596	0.1077012116	0.5042505811
1597	0.1076843961	0.5042505811
1598	0.107648029	0.5042505811
1599	0.1076274979	0.5042505811
1600	0.1076046837	0.5042505811
1601	0.1075686085	0.5042505811
1602	0.1075522979	0.5042505811
1603	0.107516718	0.5042559613
1604	0.1074941315	0.5042505811
1605	0.1074626313	0.5042505811
1606	0.1074327381	0.5039725922
1607	0.1074214735	0.5039725922
1608	0.1074025934	0.5039779724
1609	0.1073864433	0.5039779724
1610	0.1073553348	0.5039779724
1611	0.1073260061	0.5039779724
1612	0.1073184001	0.5039779724
1613	0.1073037734	0.5042050884
1614	0.1072859966	0.5042050884
1615	0.1072718828	0.5042050884
1616	0.1072462336	0.5042050884
1617	0.10724511	0.5042050884
1618	0.1072364221	0.5042050884
1619	0.1072266735	0.5042050884
1620	0.1071991168	0.5042050884
1621	0.1071742714	0.5042478848
1622	0.1071402913	0.5042478848
1623	0.1071246102	0.5042478848
1624	0.1071100152	0.5042987578
1625	0.1070875562	0.5041722582
1626	0.1070631537	0.5042933776
1627	0.1070166855	0.5048366178
1628	0.1069908257	0.5048366178
1629	0.1069633203	0.5045586288
1630	0.1069385305	0.5050123225
1631	0.1068927118	0.5050123225
1632	0.106861029	0.5050123225
1633	0.1068503575	0.5050123225
1634	0.1068244736	0.5050177027
1635	0.1068100624	0.5050123225
1636	0.1067871165	0.5050123225
1637	0.1067612146	0.5050123225
1638	0.1067286978	0.5050123225
1639	0.1066794533	0.5050123225
1640	0.1066578061	0.5050123225
1641	0.1066366183	0.5050123225
1642	0.1066067744	0.5050123225
1643	0.1065628175	0.5050123225
1644	0.106531856	0.5050123225
1645	0.1065205259	0.5050123225
1646	0.1064908404	0.5050123225
1647	0.1064678993	0.5050123225
1648	0.1064540162	0.5050123225
1649	0.1064261081	0.5050123225
1650	0.1063775007	0.5053376788
1651	0.106361795	0.5053376788
1652	0.1063374265	0.5053376788
1653	0.1063117033	0.5053376788
1654	0.106277779	0.504939803
1655	0.1062484034	0.504939803
1656	0.1062285136	0.504939803
1657	0.1061951307	0.5053885517
1658	0.1061770239	0.504939803
1659	0.1061352608	0.5050990283
1660	0.1061037716	0.5050990283
1661	0.1060413463	0.505547777
1662	0.106001358	0.505547777
1663	0.1059794734	0.505547777
1664	0.1059552064	0.5058901895
1665	0.1059399423	0.5058901895
1666	0.1059210175	0.5058901895
1667	0.1058856786	0.5056666258
1668	0.1058566552	0.5056666258
1669	0.1058358593	0.5053242134
1670	0.1057913919	0.505547777
1671	0.1057669419	0.5055928578
1672	0.1057491239	0.505551616
1673	0.1057253164	0.505551616
1674	0.1057017666	0.5055928578
1675	0.1056901031	0.5055928578
1676	0.1056599612	0.5055928578
1677	0.1056402171	0.5055928578
1678	0.1056276032	0.5055928578
1679	0.1056274263	0.5055928578
1680	0.1056098436	0.505665883
1681	0.1055970392	0.505665883
1682	0.1055777352	0.5055928578
1683	0.1055517121	0.505665883
1684	0.1055255633	0.5060082954
1685	0.1055116915	0.5059352703
1686	0.1054853322	0.5059352703
1687	0.1054598877	0.5055595467
1688	0.1054459561	0.5055595467
1689	0.1054294898	0.5055595467
1690	0.105415895	0.5054865215
1691	0.1053962967	0.5054865215
1692	0.1053800095	0.5057258814
1693	0.1053572134	0.5057258814
1694	0.1053371125	0.5057258814
1695	0.1053092589	0.5058115933
1696	0.1052866572	0.5057258814
1697	0.1052546936	0.5057258814
1698	0.1052320568	0.5057350481
1699	0.1052174032	0.5057350481
1700	0.1051918758	0.5057350481
1701	0.1051558891	0.5057350481
1702	0.1051279351	0.5057258814
1703	0.1051129846	0.5057258814
1704	0.1050980212	0.5057258814
1705	0.1050876109	0.5057258814
1706	0.1050763496	0.5057258814
1707	0.1050597174	0.5057258814
1708	0.1050424595	0.5056808006
1709	0.1050253636	0.5057258814
1710	0.1049997137	0.5058115933
1711	0.1049775001	0.5058115933
1712	0.1049501656	0.5058115933
1713	0.1049263395	0.5057665126
1714	0.1049066436	0.5057665126
1715	0.1048802727	0.5058115933
1716	0.1048500876	0.5058115933
1717	0.1048270398	0.5058115933
1718	0.1047889426	0.5058115933
1719	0.104788866	0.5058115933
